Collection Unique ID,Suborder,Family,Species name,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW,Apex ratio FW,Apex ratio HW,Tip angle FW (°),Tip angle HW (°),Scale calib factor (px/mm),North_America
MLM-000450,Anisoptera,Gomphidae,Arigomphus pallidus,232.026,246.31,36.597,32.427,37.19,33.782,7.832,8.742,8.403,9.61,0.5071144,0.293859649,0.038195076,-0.046102234,0.523929471,0.502202643,119.5107636,112.6881548,47.244,TRUE
MLM-000449,Anisoptera,Gomphidae,Arigomphus pallidus,215.025,240.295,35.031,32.914,35.37,34.057,7.557,8.805,8.065,9.165,0.596648713,0.37849596,0.039097831,-0.025145372,0.540682415,0.581986143,124.9625121,115.5089632,47.244,TRUE
37348,Anisoptera,Gomphidae,Arigomphus submedianus,225.177,275.811,34.248,33.422,34.523,33.719,8.128,10.329,8.7,10.837,0.591048437,0.359070935,0.036387952,-0.08072466,0.610705596,0.62109375,125.0155493,116.8894422,47.244,TRUE
39790,Anisoptera,Gomphidae,Arigomphus submedianus,223.578,283.777,35.433,33.803,35.729,33.888,8.192,10.202,8.657,10.88,0.622630332,0.272954404,0.079118443,-0.092868283,0.555012225,0.63618677,126.4179498,119.2883904,47.244,TRUE
39092,Anisoptera,Gomphidae,Arigomphus submedianus,215.422,255.9,33.211,32.385,33.592,32.427,8.065,9.694,8.509,10.224,0.643982357,0.294386423,0.038302496,-0.076997148,0.569651741,0.625258799,124.3767326,116.6324611,47.244,TRUE
48927,Anisoptera,Gomphidae,Arigomphus submedianus,207.082,243.2,34.354,32.597,34.756,33.168,7.535,9.102,7.789,9.546,0.628501827,0.340778558,0.059877224,-0.017567453,0.461956522,0.55654102,129.1701298,119.1856668,47.244,TRUE
38287,Anisoptera,Gomphidae,Arigomphus submedianus,220.111,264.645,34.84,33.062,35.137,33.634,7.895,9.843,8.424,10.456,0.61686747,0.306482064,0.051542662,-0.062142323,0.565326633,0.619433198,123.5613659,115.1271073,47.244,TRUE
48928,Anisoptera,Gomphidae,Arigomphus submedianus,224.296,264.329,34.121,33.232,34.396,33.634,8.403,9.631,9.165,10.351,0.504615385,0.290119572,0.05751025,-0.064942323,0.538106236,0.576687117,125.3081793,120.3523721,47.244,TRUE
28140,Anisoptera,Gomphidae,Arigomphus submedianus,184.723,223.918,31.835,30.522,32.279,31.073,7.07,8.89,7.789,9.356,0.603934426,0.296321526,0.041519763,-0.090004257,0.548913044,0.613122172,121.2763412,114.0502247,47.244,TRUE
26694,Anisoptera,Gomphidae,Arigomphus submedianus,196.482,233.144,33.274,30.84,33.359,31.136,7.472,9.44,8.149,9.716,0.477791878,0.25492862,0.020625377,-0.100512157,0.61038961,0.62745098,120.9863725,112.300583,47.244,TRUE
22411,Anisoptera,Gomphidae,Arigomphus submedianus,170.126,208.694,29.697,29.104,30.501,29.316,6.795,8.763,7.387,9.313,0.581540597,0.255595668,0.039744181,-0.093678318,0.52722063,0.636363636,126.922668,116.4695337,47.244,TRUE
24009,Anisoptera,Gomphidae,Arigomphus submedianus,169.192,201.984,29.274,28.998,29.866,29.676,7.303,8.297,7.916,8.827,0.60453579,0.246077033,0.048003637,-0.063466234,0.590909091,0.613908873,124.9545164,123.4911367,47.244,TRUE
22378,Anisoptera,Gomphidae,Arigomphus submedianus,195.593,233.356,32.152,30.395,32.258,30.649,7.366,9.44,8.043,10.181,0.609580053,0.272099448,0.023196162,-0.109229063,0.581578947,0.667359667,123.2539627,113.7275965,47.244,TRUE
23036,Anisoptera,Gomphidae,Arigomphus submedianus,185.793,224.834,32.004,29.951,32.237,30.205,7.218,9.123,7.662,9.589,0.656598818,0.240364401,0.032690189,-0.133887814,0.563535912,0.602649007,128.7684435,117.8405325,47.244,TRUE
24493,Anisoptera,Gomphidae,Arigomphus submedianus,186.385,224.668,31.771,30.036,31.941,30.544,7.133,9.144,7.557,9.589,0.656726309,0.334719335,0.03402778,-0.084057718,0.577030812,0.642384106,127.1684629,116.6290937,47.244,TRUE
39093,Anisoptera,Gomphidae,Arigomphus villosipes,216.425,265.99,35.729,33.232,35.835,33.507,7.832,9.991,8.297,10.393,0.619019492,0.321541377,0.072949676,-0.065739779,0.548469388,0.637474542,123.4604169,116.1708797,47.244,TRUE
39544,Anisoptera,Gomphidae,Arigomphus villosipes,188.34,218.399,33.147,30.649,33.295,31.115,7.091,8.805,7.726,9.25,0.610298792,0.336054422,0.04936557,-0.074425214,0.539726027,0.610983982,120.5919416,116.822889,47.244,TRUE
25948,Anisoptera,Gomphidae,Arigomphus villosipes,176.779,203.55,30.925,29.189,31.009,29.782,6.964,8.678,7.599,8.911,0.624573379,0.301350391,0.022122969,-0.095691225,0.579387187,0.610451306,120.8211494,111.1358312,47.244,TRUE
28143,Anisoptera,Gomphidae,Arigomphus villosipes,166.848,204.338,31.771,29.57,32.046,30.205,6.562,8.509,7.049,8.848,0.582562748,0.262088297,0.045991324,-0.072924714,0.525525526,0.593301435,122.7788681,113.0627937,47.244,TRUE
19427,Anisoptera,Gomphidae,Arigomphus villosipes,176.167,208.603,30.882,28.914,31.03,29.739,6.985,8.742,7.514,9.271,0.417462483,0.242704626,0.023000663,-0.087821818,0.566197183,0.586757991,121.4126647,112.5176195,47.244,TRUE
24494,Anisoptera,Gomphidae,Arigomphus villosipes,179.699,222.222,31.771,30.522,31.983,31.009,6.943,9.017,7.472,9.313,0.652547982,0.262798635,0.034409342,-0.093449859,0.555240793,0.590909091,122.9510318,110.7276097,47.244,TRUE
31691,Anisoptera,Gomphidae,Arigomphus villosipes,181.511,220.588,30.903,29.803,31.856,30.141,7.112,9.186,7.641,9.567,0.582724253,0.271067416,0.026214837,-0.113152954,0.573407202,0.617256637,121.7447071,109.8920077,47.244,TRUE
22386,Anisoptera,Gomphidae,Arigomphus villosipes,195.326,243.398,31.792,31.052,32.046,32.364,7.62,9.567,8.319,10.456,0.591149273,0.321778941,0.034211438,-0.062573881,0.564885496,0.629554656,117.7960979,116.8626243,47.244,TRUE
22383,Anisoptera,Gomphidae,Arigomphus villosipes,183.412,220.651,31.814,29.993,32.131,30.544,7.112,8.996,7.747,9.546,0.576416337,0.227304227,0.032005347,-0.093692339,0.532786885,0.611973393,123.2383292,118.6459585,47.244,TRUE
22385,Anisoptera,Gomphidae,Arigomphus villosipes,202.01,244.785,34.036,32.068,34.862,32.364,7.387,9.525,8.065,10.245,0.591985428,0.282537606,0.058572565,-0.087170495,0.582677165,0.640495868,121.2384257,112.6346549,47.244,TRUE
WRK-WS-02220,Anisoptera,Gomphidae,Arigomphus villosipes,194.017,225.773,32.152,29.782,32.427,30.163,7.26,9.229,7.853,9.8,0.436684073,0.26245614,0.02485138,-0.100836721,0.552560647,0.628509719,120.7679175,114.9403054,47.244,TRUE
39086,Anisoptera,Gomphidae,Dromogomphus armatus,317.002,365.333,41.974,39.942,42.185,41,9.271,11.218,9.906,11.726,0.60812845,0.343830666,0.00875023,-0.052053705,0.581196581,0.628158845,119.0036186,111.5753393,47.244,TRUE
39101,Anisoptera,Gomphidae,Dromogomphus armatus,295.449,354.068,41.233,39.539,41.36,39.751,8.678,11.176,9.504,12.023,0.457011259,0.342385517,0.004225995,-0.09120644,0.574610245,0.656690141,121.3501021,106.3316624,47.244,TRUE
38166,Anisoptera,Gomphidae,Dromogomphus armatus,297.65,358.336,41.169,39.476,41.698,39.688,8.954,11.324,9.631,12.002,0.615736041,0.3424,0.033055115,-0.095760593,0.562637363,0.633156967,115.7445194,109.3086105,47.244,TRUE
22392,Anisoptera,Gomphidae,Dromogomphus armatus,255.918,302.303,38.312,36.491,38.439,37.507,7.98,9.843,8.573,10.435,0.590859031,0.286681716,0.005537158,-0.067680556,0.55308642,0.569979716,124.2425564,116.555931,47.244,TRUE
22405,Anisoptera,Gomphidae,Dromogomphus armatus,244.956,284.889,37.063,35.221,37.148,35.687,7.98,9.673,8.678,10.308,0.402279202,0.279359431,0.010711194,-0.087718929,0.6,0.558521561,119.0820633,113.1899993,47.244,TRUE
22396,Anisoptera,Gomphidae,Dromogomphus armatus,245.876,305.664,36.322,35.454,36.64,36.407,8.276,10.329,8.996,11.091,0.59214327,0.266860465,0.033486622,-0.081609532,0.550588235,0.610687023,121.7275596,112.120489,47.244,TRUE
22397,Anisoptera,Gomphidae,Dromogomphus armatus,259.958,303.855,37.698,36.11,37.719,36.449,8.403,10.266,9.017,10.753,0.387205387,0.265389083,-0.001166042,-0.104120365,0.572769953,0.616141732,118.1673151,114.2090437,47.244,TRUE
22376,Anisoptera,Gomphidae,Dromogomphus armatus,254.774,319.677,39.412,37.804,39.582,38.269,8.065,10.372,8.763,11.134,0.437967914,0.332411504,0.044229062,-0.085946649,0.555555556,0.615969582,121.7544217,112.9320853,47.244,TRUE
37886,Anisoptera,Gomphidae,Dromogomphus spinosus,262.436,326.511,38.587,36.957,39.285,37.761,8.276,10.943,8.869,11.621,0.624461207,0.312780269,0.042113947,-0.068647183,0.563245823,0.62295082,123.7448848,110.8944666,47.244,TRUE
39130,Anisoptera,Gomphidae,Dromogomphus spinosus,248.982,297.231,36.618,34.777,36.894,35.751,8.255,10.52,8.89,11.07,0.600114745,0.310242747,0.023760229,-0.07321072,0.566666667,0.609942639,124.1724261,113.4378175,47.244,TRUE
41522,Anisoptera,Gomphidae,Dromogomphus spinosus,271.785,330.412,38.82,37.021,39.391,37.338,8.509,11.155,9.144,11.748,0.605588393,0.360544218,0.040688087,-0.054828752,0.509259259,0.585585586,124.9036265,115.2679336,47.244,TRUE
39102,Anisoptera,Gomphidae,Dromogomphus spinosus,256.857,323.91,35.835,35.285,36.153,35.708,8.721,11.388,9.504,12.002,0.43676815,0.310610551,0.022582056,-0.110384612,0.579064588,0.666666667,123.0719673,115.2930186,47.244,TRUE
25962,Anisoptera,Gomphidae,Dromogomphus spinosus,258.94,312.572,35.941,34.946,37.19,35.581,8.742,11.113,9.292,11.578,0.612976665,0.271267103,0.061405706,-0.059298175,0.571753986,0.625228519,125.9536535,120.1074326,47.244,TRUE
40857,Anisoptera,Gomphidae,Dromogomphus spinosus,263.117,327.9,37.719,36.301,37.867,36.597,8.657,11.028,9.483,12.065,0.600335383,0.29496819,0.044291416,-0.088420378,0.629464286,0.652631579,122.300243,116.3825316,47.244,TRUE
40863,Anisoptera,Gomphidae,Dromogomphus spinosus,270.419,345.983,38.926,37.804,39.095,38.079,8.34,11.303,9.017,12.086,0.603140227,0.289049472,0.017853967,-0.100151355,0.53286385,0.656742557,120.4904331,115.5453527,47.244,TRUE
40674,Anisoptera,Gomphidae,Dromogomphus spinosus,266.974,341.675,37.317,36.957,37.359,37.677,8.954,11.388,9.398,12.298,0.534844193,0.3,0.038503468,-0.082588261,0.540540541,0.611015491,124.1379255,112.3956119,47.244,TRUE
WRK-WS-02218,Anisoptera,Gomphidae,Dromogomphus spinosus,281.612,344.731,38.291,36.724,38.523,37.825,8.911,11.494,9.673,12.425,0.587362637,0.347509793,0.020450783,-0.069285603,0.584245077,0.61669506,124.1220307,112.7487591,47.244,TRUE
25955,Anisoptera,Gomphidae,Dromogomphus spinosus,238.736,292.842,35.729,34.205,35.814,34.396,8.213,11.091,8.932,11.578,0.457446809,0.278769231,0.028472319,-0.103344177,0.597156398,0.674588665,124.6333081,115.6501083,47.244,TRUE
22451,Anisoptera,Gomphidae,Dromogomphus spinosus,277.671,350.063,38.926,36.872,39.053,37.444,8.742,11.642,9.102,12.319,0.641192412,0.314867157,0.023643915,-0.114037216,0.579069767,0.66838488,121.9154127,113.0805993,47.244,TRUE
27319,Anisoptera,Gomphidae,Dromogomphus spinosus,249.435,302.421,36.301,34.671,36.364,35.179,8.234,10.668,8.975,11.388,0.614086147,0.293020457,0.020459904,-0.089222423,0.608490566,0.63197026,126.2436521,116.4297384,47.244,TRUE
22400,Anisoptera,Gomphidae,Dromogomphus spinosus,257.127,313.394,36.999,34.862,37.253,35.433,8.488,11.113,9.144,11.875,0.597159091,0.252688172,0.032715694,-0.079379168,0.601851852,0.59714795,126.3142877,113.0993357,47.244,TRUE
21026,Anisoptera,Gomphidae,Dromogomphus spinosus,237.099,282.493,35.624,33.719,35.814,34.396,7.959,10.266,8.636,10.859,0.619976359,0.306461539,0.025727364,-0.075314624,0.534313726,0.598440546,126.6743898,116.3293537,47.244,TRUE
25947,Anisoptera,Gomphidae,Dromogomphus spinosus,257.193,312.443,36.915,35.052,37.232,35.708,8.319,10.922,8.996,11.684,0.613416714,0.248962656,0.019482077,-0.105143365,0.567058824,0.657608696,124.0814932,114.9842419,47.244,TRUE
22381,Anisoptera,Gomphidae,Dromogomphus spinosus,252.521,309.396,36.851,35.264,36.999,35.899,8.424,10.774,9.102,11.494,0.602402746,0.260613208,0.047888025,-0.078113511,0.530232558,0.609576427,122.969603,114.3854765,47.244,TRUE
28163,Anisoptera,Gomphidae,Dromogomphus spinosus,222.462,287.994,33.824,34.311,34.692,34.586,7.811,10.541,8.446,11.388,0.418547895,0.277845777,0.03753748,-0.089358627,0.571428571,0.6133829,127.3498941,115.4646235,47.244,TRUE
48136,Anisoptera,Gomphidae,Dromogomphus spinosus,239.948,299.75,35.772,34.586,35.899,35.094,8.297,10.689,8.932,11.134,0.429834906,0.270205066,0.036095447,-0.100425148,0.55450237,0.623574145,123.3555514,114.5712267,47.244,TRUE
22454,Anisoptera,Gomphidae,Dromogomphus spinosus,217.898,278.092,34.819,33.655,35.137,33.93,7.874,10.329,8.636,10.859,0.6,0.260761073,0.069477598,-0.087031181,0.600490196,0.680311891,123.329998,117.8923377,47.244,TRUE
39106,Anisoptera,Gomphidae,Dromogomphus spoliatus,213.302,254.172,34.84,32.766,35.052,33.168,7.684,9.567,8.255,10.054,0.583333333,0.303765156,0.053039685,-0.046462656,0.582051282,0.589473684,125.2809722,117.6697293,47.244,TRUE
39122,Anisoptera,Gomphidae,Dromogomphus spoliatus,237.858,293.658,36.809,34.078,36.915,34.692,8.107,10.414,8.721,11.176,0.593463303,0.294081757,0.05251797,-0.0828125,0.582524272,0.643939394,124.5987985,116.4871456,47.244,TRUE
39121,Anisoptera,Gomphidae,Dromogomphus spoliatus,223.88,271.047,35.624,33.592,36.301,33.824,7.747,9.885,8.34,10.605,0.602915452,0.321652065,0.048641554,-0.085048781,0.621827411,0.636726547,123.0676531,112.898659,47.244,TRUE
37675,Anisoptera,Gomphidae,Dromogomphus spoliatus,249.932,299.992,37.338,34.015,37.38,35.116,8.319,10.837,8.805,11.494,0.471121178,0.290536468,0.023334003,-0.077050166,0.598557692,0.615101289,125.110337,114.9007926,47.244,TRUE
41524,Anisoptera,Gomphidae,Dromogomphus spoliatus,245.806,306.114,36.216,35.137,36.618,35.941,8.34,10.732,9.144,11.388,0.42716763,0.34393404,0.041839122,-0.062502984,0.606481482,0.657992565,122.3885779,115.8976885,47.244,TRUE
40608,Anisoptera,Gomphidae,Dromogomphus spoliatus,240.484,290.484,37.063,35.137,37.232,35.56,7.938,10.075,8.615,10.837,0.599204093,0.322619048,0.032213048,-0.072458291,0.584766585,0.603515625,122.4068589,111.2354151,47.244,TRUE
27603,Anisoptera,Gomphidae,Dromogomphus spoliatus,249.786,292.312,36.11,34.925,36.428,35.073,8.403,10.435,9.652,11.197,0.457292272,0.361496681,0.024234937,-0.074911629,0.592105263,0.703213611,119.3707539,125.0134613,47.244,TRUE
WRK-WS-00819,Anisoptera,Gomphidae,Dromogomphus spoliatus,257.645,308.659,37.518,35.549,38.058,36.174,8.319,10.562,8.996,11.864,0.624860957,0.329724985,0.036890724,-0.075946092,0.516470588,0.579839429,122.7736027,114.0576413,94.488,TRUE
22440,Anisoptera,Gomphidae,Dromogomphus spoliatus,232.701,276.621,36.259,34.608,36.343,34.84,7.895,9.991,8.763,10.71,0.589400117,0.27764277,0.025486353,-0.071768774,0.589371981,0.648221344,121.4844994,113.9057383,47.244,TRUE
22457,Anisoptera,Gomphidae,Dromogomphus spoliatus,212.706,247.745,34.354,31.835,34.586,32.025,7.62,9.589,8.213,10.414,0.443084455,0.295439524,0.02359331,-0.112792481,0.582474227,0.652439024,123.3296348,102.9411903,47.244,TRUE
18391,Anisoptera,Gomphidae,Dromogomphus spoliatus,211.599,255.521,35.454,32.089,35.983,32.914,7.345,9.589,8.001,10.52,0.572352941,0.303536978,0.052464612,-0.068132942,0.605820106,0.617706237,126.8381621,115.901497,47.244,TRUE
19897,Anisoptera,Gomphidae,Dromogomphus spoliatus,222.627,260.77,34.946,33.126,35.01,33.316,7.726,9.843,8.34,10.224,0.430471584,0.300508259,0.010526468,-0.095183694,0.578680203,0.623188406,121.128194,110.8162229,47.244,TRUE
21024,Anisoptera,Gomphidae,Dromogomphus spoliatus,228.583,258.389,35.475,32.554,35.497,32.681,7.895,9.758,8.636,10.287,0.579010137,0.283678757,0.018786211,-0.089738413,0.615196078,0.637860082,121.011109,115.6909187,47.244,TRUE
28160,Anisoptera,Gomphidae,Dromogomphus spoliatus,221.306,255.859,34.84,31.242,34.862,32.195,7.789,9.843,8.509,10.541,0.478445659,0.291913215,0.018015275,-0.115615435,0.60199005,0.646586345,118.5287895,110.7769751,47.244,TRUE
18394,Anisoptera,Gomphidae,Dromogomphus spoliatus,235.93,280.355,35.052,33.57,35.243,33.909,7.98,10.118,8.721,10.922,0.613213213,0.300873908,0.008786332,-0.099433156,0.597087379,0.637596899,124.5877783,117.906382,47.244,TRUE
22412,Anisoptera,Gomphidae,Dromogomphus spoliatus,190.917,239.676,31.369,31.009,32.11,31.39,7.239,9.525,7.789,9.927,0.402109427,0.279838166,0.01357465,-0.114140779,0.586956522,0.667377399,123.4664825,115.0151425,47.244,TRUE
29650,Anisoptera,Gomphidae,Dromogomphus spoliatus,224.627,258.869,34.205,32.533,34.29,32.808,8.594,9.885,9.462,10.393,0.527160494,0.325806452,0.021699147,-0.077268449,0.62639821,0.657841141,119.7215179,118.7121616,47.244,TRUE
WRK-WS-00817,Anisoptera,Gomphidae,Dromogomphus spoliatus,224.76,267.316,35.253,32.904,35.74,33.211,7.8,9.959,8.382,10.647,0.494225644,0.347673678,0.029075599,-0.11322133,0.60479798,0.643141153,123.3748684,110.9565589,94.488,TRUE
39160,Anisoptera,Gomphidae,Erpetogomphus compositus,220.957,255.092,34.523,31.898,34.565,32.004,7.832,10.033,8.53,10.499,0.630740968,0.326058201,0.032643458,-0.088840047,0.595533499,0.643145161,123.0587154,114.9952036,47.244,TRUE
48146,Anisoptera,Gomphidae,Erpetogomphus compositus,232.507,276.025,35.116,32.406,35.624,32.66,8.319,10.287,9.123,11.028,0.657754011,0.336357745,0.057378448,-0.08737943,0.668213457,0.673704415,121.1456093,115.9884452,47.244,TRUE
41817,Anisoptera,Gomphidae,Erpetogomphus compositus,232.467,284.262,35.899,33.401,36.089,33.846,8.17,10.52,8.89,11.091,0.525513197,0.292682927,0.052072138,-0.104571536,0.6,0.675572519,121.4788882,112.5907573,47.244,TRUE
48710,Anisoptera,Gomphidae,Erpetogomphus compositus,197.57,242.044,32.152,30.671,32.279,30.925,7.451,9.716,8.107,10.372,0.611803279,0.306639288,0.022701923,-0.087947343,0.634464752,0.675510204,123.8903682,114.0205558,47.244,TRUE
32846,Anisoptera,Gomphidae,Erpetogomphus compositus,201.482,246.098,33.189,30.967,33.232,31.052,7.641,9.758,8.255,10.202,0.465605096,0.270620314,0.05887921,-0.114795285,0.58974359,0.663900415,125.1877139,118.4143901,47.244,TRUE
29050,Anisoptera,Gomphidae,Erpetogomphus compositus,194.442,244.032,31.941,30.163,32.131,30.395,7.535,9.843,8.319,10.478,0.584980237,0.320334262,0.056892736,-0.10946799,0.618320611,0.662626263,126.7188344,119.0012645,47.244,TRUE
24573,Anisoptera,Gomphidae,Erpetogomphus compositus,199.347,239.927,31.771,30.163,31.814,30.268,7.747,9.737,8.361,10.16,0.469061876,0.295804196,0.027513902,-0.124730523,0.670886076,0.65625,124.2358955,116.1600944,47.244,TRUE
29994,Anisoptera,Gomphidae,Erpetogomphus compositus,207.683,248.678,32.872,31.856,32.999,32.195,7.726,9.61,8.192,10.224,0.644644003,0.286653517,0.02904176,-0.064965799,0.5374677,0.6563147,126.839888,119.0883977,47.244,TRUE
22504,Anisoptera,Gomphidae,Erpetogomphus compositus,196.083,239.801,31.009,30.882,31.179,30.988,7.514,9.885,8.192,10.372,0.635437882,0.293715847,0.005044119,-0.081857785,0.61498708,0.681632653,125.1157976,115.6509478,47.244,TRUE
31939,Anisoptera,Gomphidae,Erpetogomphus compositus,166.491,204.162,29.633,28.067,29.866,28.173,6.922,8.911,7.514,9.335,0.637136782,0.250939144,0.054598821,-0.089868075,0.563380282,0.64399093,126.9233292,119.2833362,47.244,TRUE
31613,Anisoptera,Gomphidae,Erpetogomphus compositus,184.82,222.115,31.242,28.617,31.306,28.787,7.154,9.483,7.811,9.97,0.45841785,0.233088235,0.023191695,-0.133582104,0.609756098,0.664543524,126.1551178,114.7968865,47.244,TRUE
37654,Anisoptera,Gomphidae,Erpetogomphus designatus,202.825,239.235,32.914,30.692,33.02,30.988,7.472,9.356,8.192,10.097,0.642948718,0.353825137,0.039505681,-0.054429814,0.599483204,0.612159329,128.4634997,120.2668793,47.244,TRUE
41126,Anisoptera,Gomphidae,Erpetogomphus designatus,207.733,242.604,32.745,31.009,32.83,31.411,7.789,9.504,8.361,10.245,0.600902644,0.319407008,0.037319845,-0.043105373,0.602531646,0.657024793,126.4936403,122.6383336,47.244,TRUE
37325,Anisoptera,Gomphidae,Erpetogomphus designatus,217.749,269.461,34.396,32.957,34.459,33.041,7.832,9.821,8.424,10.626,0.638820639,0.291479821,0.037875818,-0.06839108,0.618090452,0.669322709,124.1323938,119.1940756,47.244,TRUE
36809,Anisoptera,Gomphidae,Erpetogomphus designatus,207.887,249.735,32.808,31.052,32.872,31.623,7.789,9.779,8.467,10.562,0.606567933,0.338018742,0.034370049,-0.055372151,0.6075,0.659318637,123.8164137,123.3318074,47.244,TRUE
WRK-WS-00825,Anisoptera,Gomphidae,Erpetogomphus designatus,221.949,259.03,34.163,32.3,34.83,32.819,7.948,9.61,8.446,10.848,0.650865998,0.336343115,0.055472553,-0.065044567,0.581453634,0.594146342,128.200692,115.8700635,94.488,TRUE
48325,Anisoptera,Gomphidae,Erpetogomphus designatus,197.524,239.628,31.983,30.522,32.046,31.157,7.535,9.419,8.361,10.308,0.631439894,0.322690217,0.025618246,-0.076682151,0.612658228,0.652977413,126.157011,118.892679,47.244,TRUE
25983,Anisoptera,Gomphidae,Erpetogomphus designatus,161.923,197.857,29.633,27.982,29.845,28.236,6.752,8.403,7.408,9.038,0.607092199,0.328335832,0.05223068,-0.073041471,0.577142857,0.629976581,124.8553616,119.4815847,47.244,TRUE
22483,Anisoptera,Gomphidae,Erpetogomphus designatus,196.051,240.04,32.533,30.903,32.914,31.073,7.493,9.546,8.128,10.097,0.612861736,0.305858311,0.053692001,-0.083598878,0.619791667,0.670859539,124.8782449,115.5307898,47.244,TRUE
30576,Anisoptera,Gomphidae,Erpetogomphus designatus,186.501,228.771,31.157,29.845,31.2,29.93,7.281,9.144,7.684,9.737,0.691316147,0.336633663,0.033096355,-0.075536374,0.575757576,0.706521739,126.9843431,127.2443497,47.244,TRUE
18544,Anisoptera,Gomphidae,Erpetogomphus designatus,182.761,214.447,30.29,28.173,30.417,28.236,7.281,9.081,7.916,9.758,0.600556715,0.295352324,0.019855688,-0.120487859,0.588235294,0.644251627,114.5273992,122.457978,47.244,TRUE
32208,Anisoptera,Gomphidae,Erpetogomphus designatus,191.668,229.936,31.75,29.824,31.941,29.845,7.705,9.165,8.107,10.224,0.739562624,0.360992908,0.057959192,-0.106591244,0.605744125,0.637681159,127.1907372,117.8366648,47.244,TRUE
19272,Anisoptera,Gomphidae,Erpetogomphus designatus,191.999,234.696,31.877,30.353,32.089,30.628,7.281,9.356,8.065,10.16,0.501319261,0.382861092,0.041833518,-0.082833915,0.566929134,0.622916667,122.9180024,119.4159765,47.244,TRUE
WRK-WS-00822,Anisoptera,Gomphidae,Erpetogomphus designatus,182.375,210.797,31.369,28.681,31.528,29.284,7.101,8.901,7.504,9.451,0.648204095,0.273220094,0.036364082,-0.089334151,0.576868829,0.593505039,125.6739621,116.1775377,94.488,TRUE
WRK-WS-00823,Anisoptera,Gomphidae,Erpetogomphus designatus,200.283,233.204,32.142,30.395,32.396,31.221,7.652,8.932,8.17,9.97,0.631166286,0.366440678,0.051700744,-0.045886221,0.579015544,0.585987261,128.384768,118.7623892,94.488,TRUE
42053,Anisoptera,Gomphidae,Erpetogomphus eutainia,132.665,151.938,27.601,25.125,27.919,25.21,6.033,7.345,6.329,7.705,0.685367703,0.383711167,0.083865605,-0.015048187,0.585284281,0.645604396,138.1227173,113.2628026,47.244,TRUE
48193,Anisoptera,Gomphidae,Erpetogomphus eutainia,138.028,164.46,27.665,25.612,28.279,26.776,6.498,7.62,6.879,8.615,0.715568862,0.548616601,0.107269401,0.020504205,0.461538462,0.56019656,130.4869182,127.3953966,47.244,TRUE
48180,Anisoptera,Gomphidae,Erpetogomphus eutainia,136.99,161.628,26.945,24.956,27.496,25.929,6.35,7.62,6.583,8.065,0.695919938,0.390204082,0.08702032,0.006869815,0.511254019,0.6167979,133.8844601,125.6149032,47.244,TRUE
48171,Anisoptera,Gomphidae,Erpetogomphus eutainia,136.916,156.713,26.458,25.167,26.522,25.167,6.435,7.43,6.689,7.959,0.6632083,0.307821699,0.067097154,-0.025965738,0.484177215,0.625,131.1365227,130.527443,47.244,TRUE
48178,Anisoptera,Gomphidae,Erpetogomphus eutainia,123.38,149.296,25.548,23.813,25.887,24.638,5.948,7.26,6.244,8.128,0.677023712,0.378006873,0.076566391,-0.022681542,0.542372881,0.536458333,133.963497,123.4631789,47.244,TRUE
48168,Anisoptera,Gomphidae,Erpetogomphus eutainia,118.013,141.108,25.506,23.961,25.823,24.553,5.673,6.837,6.011,7.43,0.670491803,0.320689655,0.070187297,-0.032134283,0.51056338,0.572649573,135.7295013,127.764542,47.244,TRUE
48169,Anisoptera,Gomphidae,Erpetogomphus eutainia,118.153,136.392,24.553,22.924,24.68,23.178,6.117,6.943,6.519,7.345,0.595197256,0.264840183,0.065559525,-0.04020406,0.545454546,0.593659942,133.4389198,128.2083166,47.244,TRUE
32844,Anisoptera,Gomphidae,Erpetogomphus eutainia,119.14,144.267,25.887,23.961,26.374,25.104,6.35,6.879,6.435,7.493,0.768057785,0.338954469,0.094512414,-0.008941553,0.542763158,0.536723164,131.0076951,122.6195345,47.244,TRUE
48186,Anisoptera,Gomphidae,Erpetogomphus eutainia,105.122,125.898,24.342,22.839,24.977,23.601,5.398,6.35,5.546,7.324,0.770338983,0.296860987,0.087258682,-0.007489181,0.477099237,0.526011561,134.40968,125.5293321,47.244,TRUE
48201,Anisoptera,Gomphidae,Erpetogomphus eutainia,116.122,137.272,25.76,23.389,26.056,24.024,5.8,6.858,5.927,7.557,0.832656377,0.292511013,0.094069135,-0.047454723,0.464285714,0.568627451,138.9524172,105.5391855,47.244,TRUE
25006,Anisoptera,Gomphidae,Erpetogomphus eutainia,112.58,140.329,24.49,23.516,24.532,24.088,5.694,7.006,6.054,7.493,0.666091458,0.330404218,0.071640823,-0.02225326,0.524475525,0.615819209,132.2714391,128.5725875,47.244,TRUE
34756,Anisoptera,Gomphidae,Erpetogomphus heterodon,210.927,269.333,33.528,31.983,33.592,32.385,7.916,10.139,8.53,10.795,0.627599244,0.271895425,0.052671288,-0.106971502,0.543424318,0.645098039,120.280934,116.4909459,47.244,TRUE
