Collection Unique ID,Suborder,Family,Species name,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW,Apex ratio FW,Apex ratio HW,Tip angle FW (°),Tip angle HW (°),Scale calib factor (px/mm),North_America
RU-N:WL:OdoD: 2014 00988,Anisoptera,Libellulidae,Ladona deplanata,139.938,177.508,26.48,25.548,26.564,25.823,6.329,8.827,6.879,9.102,0.380079681,0.173770492,0.004512308,-0.179672472,0.575384615,0.618604651,122.3068577,109.1747979,47.244,TRUE
WRK-WS-00017,Anisoptera,Libellulidae,Ladona deplanata,154.003,185.51,27.961,26.458,28.014,26.924,6.551,8.689,7.123,9.07,0.387608614,0.187893082,0.008206978,-0.160969736,0.592867756,0.624270712,122.1042598,111.733656,94.488,TRUE
WRK-WS-00018,Anisoptera,Libellulidae,Ladona deplanata,141.601,174.661,26.395,25.326,26.458,25.633,6.371,8.625,6.996,9.398,0.5716,0.181668043,0.008994353,-0.174580631,0.624810893,0.636261261,121.6444454,112.2567549,94.488,TRUE
WRK-WS-00020,Anisoptera,Libellulidae,Ladona deplanata,138.831,172.543,26.257,25.368,26.395,25.622,6.234,8.477,6.816,8.668,0.606655974,0.141676993,0.014111952,-0.167969875,0.559006211,0.605616606,122.4510526,112.1021196,94.488,TRUE
WRK-WS-00021,Anisoptera,Libellulidae,Ladona deplanata,135.658,170.953,26.077,25.019,26.321,25.411,6.234,8.774,6.763,8.901,0.437474869,0.161599334,0.024658565,-0.175619813,0.591549296,0.674197384,125.2581119,112.896737,94.488,TRUE
WRK-WS-00022,Anisoptera,Libellulidae,Ladona deplanata,131.517,159.028,26.003,24.363,26.162,24.754,6.128,8.234,6.625,8.371,0.571601942,0.150919196,0.034829147,-0.15411832,0.576677316,0.621997472,124.0110542,112.9202799,94.488,TRUE
WRK-WS-00024,Anisoptera,Libellulidae,Ladona deplanata,173.989,213.247,29.295,28.501,29.612,29.051,7.07,9.165,7.705,9.716,0.592208721,0.199271403,0.021901939,-0.133852055,0.587912088,0.625272331,124.05975,114.5169646,94.488,TRUE
MLM-000875,Anisoptera,Libellulidae,Ladona exusta,157.171,189.044,28.385,27.093,29.168,27.347,6.837,8.382,7.239,8.657,0.602322206,0.206656347,0.060233978,-0.094022635,0.540935673,0.657701712,124.4428177,120.2933008,47.244,TRUE
MLM-000876,Anisoptera,Libellulidae,Ladona exusta,164.1,206.457,29.782,28.935,30.332,30.078,6.879,8.615,7.514,9.631,0.601535241,0.325123153,0.058929587,-0.036694265,0.628169014,0.551648352,126.0485745,112.7046915,47.244,TRUE
MLM-000884,Anisoptera,Libellulidae,Ladona exusta,150.311,183.054,28.342,27.474,28.554,28.088,6.371,8.17,6.858,8.763,0.638250556,0.223813112,0.029108074,-0.097065363,0.515432099,0.541062802,122.8216818,110.1890551,47.244,TRUE
MLM-000885,Anisoptera,Libellulidae,Ladona exusta,130.891,162.482,26.035,25.442,26.501,25.929,6.117,7.832,6.435,8.149,0.573482428,0.20244898,0.037799209,-0.101441334,0.506578947,0.563636364,126.7521804,118.4269552,47.244,TRUE
MLM-000886,Anisoptera,Libellulidae,Ladona exusta,164.248,201.22,28.808,27.517,29.21,28.3,6.9,8.911,7.43,9.44,0.570289855,0.18249813,0.032091008,-0.123436569,0.566951567,0.576233184,121.6335129,111.035394,47.244,TRUE
MLM-000883,Anisoptera,Libellulidae,Ladona exusta,167.597,205.832,29.655,28.067,30.099,28.893,6.985,9.25,7.387,9.758,0.573136428,0.182417582,0.036445853,-0.115714079,0.558739255,0.577006508,122.2570045,111.088484,47.244,TRUE
MLM-000881,Anisoptera,Libellulidae,Ladona exusta,175.866,218.467,29.887,28.617,30.29,28.893,7.176,9.377,7.662,9.567,0.592592593,0.174358974,0.042425917,-0.136651966,0.585635359,0.568584071,128.0573191,115.0553407,47.244,TRUE
MLM-000880,Anisoptera,Libellulidae,Ladona exusta,162.674,204.105,28.152,27.453,28.681,28.236,6.943,8.932,7.451,10.16,0.584501845,0.237631184,0.036225612,-0.123878846,0.545454546,0.56875,127.4091429,113.9382674,47.244,TRUE
MLM-000879,Anisoptera,Libellulidae,Ladona exusta,177.273,213.345,30.374,28.977,30.861,29.379,7.578,9.081,8.192,9.589,0.485596708,0.183717579,0.040028161,-0.109462953,0.627906977,0.573951435,125.0461633,113.3011563,47.244,TRUE
MLM-000878,Anisoptera,Libellulidae,Ladona exusta,168.456,204.171,29.909,27.94,30.099,28.321,7.472,8.975,7.959,9.229,0.629395218,0.185351271,0.050582531,-0.139427038,0.569148936,0.633027523,120.037945,119.230783,47.244,TRUE
MLM-000877,Anisoptera,Libellulidae,Ladona exusta,148.884,184.908,28.533,26.818,28.977,28.109,6.265,8.573,6.731,9.398,0.602629657,0.229668675,0.037877242,-0.07498321,0.540880503,0.59009009,126.2961358,115.0570314,47.244,TRUE
WRK-WS-00025,Anisoptera,Libellulidae,Ladona exusta,158.076,195.176,27.887,26.966,28.067,27.411,6.816,8.858,7.366,9.641,0.578054299,0.203861004,0.018716675,-0.138319849,0.568965517,0.574094402,125.8628834,114.3141208,94.488,TRUE
RU-N:WL:OdoD: 2017 00256,Anisoptera,Libellulidae,Ladona julia,230.703,278.294,35.624,33.274,36.089,34.311,7.789,10.308,8.7,11.409,0.423460411,0.310302283,0.03127184,-0.102942017,0.583941606,0.634508349,121.2622499,114.1758038,47.244,TRUE
RU-N:WL:OdoD: 2017 00254,Anisoptera,Libellulidae,Ladona julia,222.698,275.384,33.359,31.877,33.57,32.576,8.043,10.816,8.657,12.192,0.595838588,0.312540611,0.024869482,-0.108473009,0.613691932,0.621527778,126.5175123,113.6611795,47.244,TRUE
RU-N:WL:OdoD: 2017 00252,Anisoptera,Libellulidae,Ladona julia,228.545,285.256,35.962,33.613,36.322,34.692,7.916,10.393,8.721,11.663,0.598484849,0.210494204,0.049819972,-0.084049846,0.558252427,0.575317604,125.4044388,113.5792624,47.244,TRUE
RU-N:WL:OdoD: 2017 00243,Anisoptera,Libellulidae,Ladona julia,215.171,279.31,34.354,33.613,34.375,34.756,7.599,10.224,8.319,11.494,0.423029557,0.202192448,0.009150486,-0.110325071,0.577608143,0.626151013,125.8471342,110.2325556,47.244,TRUE
MLM-000887,Anisoptera,Libellulidae,Ladona julia,226.651,284.437,34.586,32.851,35.158,34.078,7.98,10.605,8.657,11.155,0.559301626,0.211801242,0.032965898,-0.09639728,0.574572127,0.637571158,119.3160819,113.9360666,47.244,TRUE
WRK-WS-02333,Anisoptera,Libellulidae,Ladona julia,210.165,259.494,33.486,31.422,33.824,32.628,7.599,10.086,8.192,11.028,0.607321652,0.21796951,0.028193523,-0.101914575,0.590439277,0.597888676,122.660651,111.5252067,94.488,TRUE
WRK-WS-02334,Anisoptera,Libellulidae,Ladona julia,219.567,275.736,33.39,32.036,33.898,32.798,7.927,10.351,8.53,10.806,0.537933188,0.240400129,0.038822839,-0.10267575,0.563275434,0.592556317,123.9623859,117.4822715,94.488,TRUE
WRK-WS-02335,Anisoptera,Libellulidae,Ladona julia,212.545,273.799,33.729,32.967,33.867,33.401,7.62,10.054,8.181,10.89,0.57,0.299746515,0.022247216,-0.124795754,0.571798189,0.605442177,120.7855925,113.0007545,94.488,TRUE
RU-N:WL:OdoD: 2017 00421,Anisoptera,Libellulidae,Ladona julia,215.662,264.701,34.629,32.491,35.497,33.909,7.408,9.864,8.149,10.816,0.546213476,0.168539326,0.034241679,-0.101524654,0.563636364,0.581213307,124.1398442,115.9760461,47.244,TRUE
RU-N:WL:OdoD: 2017 00275,Anisoptera,Libellulidae,Ladona julia,220.4,266.477,34.311,32.703,34.65,33.274,7.747,9.843,8.509,11.261,0.436163714,0.307888041,0.020629799,-0.135810692,0.609452736,0.592105263,122.1795876,111.659623,47.244,TRUE
RU-N:WL:OdoD: 2017 00268,Anisoptera,Libellulidae,Ladona julia,220.691,268.827,34.121,33.211,34.713,34.248,7.768,10.075,8.382,11.007,0.664634146,0.262051916,0.044895011,-0.071619971,0.54040404,0.634615385,122.7723294,113.5538059,47.244,TRUE
RU-N:WL:OdoD: 2017 00270,Anisoptera,Libellulidae,Ladona julia,208.931,260.755,34.057,32.66,35.602,33.803,7.451,9.694,8.975,10.964,0.59334126,0.266750157,0.04570717,-0.095306618,0.535377359,0.602316602,120.7669593,117.6376305,47.244,TRUE
RU-N:WL:OdoD: 2017 00266,Anisoptera,Libellulidae,Ladona julia,225.031,277.392,35.539,33.126,35.899,33.867,8.192,10.033,9.081,11.388,0.544221698,0.203125,0.037898085,-0.130614795,0.624708625,0.611524164,122.4599144,114.9855619,47.244,TRUE
RU-N:WL:OdoD: 2017 00259,Anisoptera,Libellulidae,Ladona julia,216.894,261.983,34.502,33.084,34.756,33.592,7.514,10.435,8.361,11.155,0.598660171,0.167611846,0.01563371,-0.101967026,0.625316456,0.664136622,123.7952586,112.7004722,47.244,TRUE
RU-N:WL:OdoD: 2017 00246,Anisoptera,Libellulidae,Ladona julia,235.036,276.876,36.237,35.497,36.386,35.518,8.763,9.779,9.165,9.821,0.42408377,0.377234803,0.025887189,-0.065060424,0.482678984,0.575431035,121.9935804,117.1429474,47.244,TRUE
MLM-000890,Anisoptera,Libellulidae,Ladona julia,203.208,257.684,33.613,31.919,34.184,32.491,7.387,9.843,7.874,10.139,0.579566564,0.165472313,0.036890131,-0.136647652,0.586021505,0.60960334,123.3568958,111.1720004,47.244,TRUE
MLM-000889,Anisoptera,Libellulidae,Ladona julia,206.206,254.452,33.465,31.708,34.142,32.554,7.451,9.61,8.319,10.626,0.591444513,0.33680104,0.033646663,-0.119144172,0.567430025,0.611553785,122.4163008,115.8254455,47.244,TRUE
MLM-000888,Anisoptera,Libellulidae,Ladona julia,219.363,265.224,35.052,32.808,35.878,33.782,7.493,9.948,8.192,10.52,0.445427729,0.163533835,0.036811035,-0.115877671,0.57622739,0.597585513,123.2077527,112.6342954,47.244,TRUE
WRK-WS-02174,Anisoptera,Libellulidae,Ladona julia,218.614,273.276,34.65,33.465,34.904,33.708,7.493,10.044,8.192,10.626,0.550939964,0.159811617,0.014022093,-0.15328476,0.580103359,0.598605578,120.7805691,112.0512988,94.488,TRUE
WRK-WS-02175,Anisoptera,Libellulidae,Ladona julia,218.722,270.782,33.74,32.84,33.771,33.189,7.715,10.171,8.361,10.922,0.576308367,0.169642857,0.00020796,-0.155277861,0.593670886,0.63372093,123.1017398,111.8659022,94.488,TRUE
WRK-WS-02176,Anisoptera,Libellulidae,Ladona julia,206.256,261.795,33.084,31.877,33.38,32.142,7.419,10.012,8.213,10.679,0.539632213,0.188014488,0.026619459,-0.145257639,0.586340206,0.635282458,124.5647012,116.2507432,94.488,TRUE
WRK-WS-02177,Anisoptera,Libellulidae,Ladona julia,211.111,254.774,33.38,32.015,33.655,32.364,7.578,9.62,8.382,10.615,0.571383648,0.148790059,0.02343589,-0.141999307,0.601010101,0.609172483,123.4517485,113.0023003,94.488,TRUE
RU-N:WL:OdoD: 2017 00133,Anisoptera,Libellulidae,Leucorrhinia frigida,128.468,157.369,25.633,23.834,25.887,24.956,6.265,8.022,6.731,8.424,0.631234669,0.222222222,0.065072758,-0.061396384,0.534591195,0.648241206,126.7375492,122.8275467,47.244,TRUE
RU-N:WL:OdoD: 2017 00159,Anisoptera,Libellulidae,Leucorrhinia frigida,127.053,153.215,24.934,23.368,25.188,24.257,6.392,7.789,6.858,8.975,0.598319328,0.321116928,0.066501966,-0.076669584,0.614197531,0.573113208,128.2171694,120.0559047,47.244,TRUE
RU-N:WL:OdoD: 2017 00157,Anisoptera,Libellulidae,Leucorrhinia frigida,120.26,153.492,24.363,24.003,24.426,24.257,6.075,7.789,6.562,8.276,0.628249567,0.251308901,0.037448408,-0.114672672,0.612903226,0.636828645,126.0832518,115.1030048,47.244,TRUE
RU-N:WL:OdoD: 2017 00155,Anisoptera,Libellulidae,Leucorrhinia frigida,114.044,143.609,23.622,22.987,23.749,24.342,5.99,7.535,6.414,8.043,0.617647059,0.32173913,0.052998431,-0.036754721,0.574257426,0.644736842,128.0749534,121.6328502,47.244,TRUE
RU-N:WL:OdoD: 2017 00158,Anisoptera,Libellulidae,Leucorrhinia frigida,152.101,189.942,28.3,26.247,28.406,27.199,6.795,8.721,7.303,9.398,0.615499255,0.189105058,0.048667239,-0.102802952,0.582608696,0.623873874,125.9456072,118.4512193,47.244,TRUE
RU-N:WL:OdoD: 2017 00130,Anisoptera,Libellulidae,Leucorrhinia frigida,126.998,163.932,24.617,24.342,24.892,24.723,6.435,7.959,7.006,8.192,0.672619048,0.16609589,0.064747374,-0.110255554,0.604229607,0.627906977,126.7672377,123.4774537,47.244,TRUE
RU-N:WL:OdoD: 2017 00132,Anisoptera,Libellulidae,Leucorrhinia frigida,119.225,152.314,23.156,23.537,23.368,23.58,6.202,7.938,6.625,8.255,0.63134058,0.309694794,0.045924993,-0.139652488,0.453674121,0.633333333,33.94863088,118.0807158,47.244,TRUE
RU-N:WL:OdoD: 2017 00129,Anisoptera,Libellulidae,Leucorrhinia frigida,119.158,146.994,23.94,23.135,24.194,23.58,6.223,7.747,6.689,8.7,0.630796151,0.329443447,0.061505713,-0.094920705,0.585443038,0.610705596,124.3827565,119.6106474,47.244,TRUE
MLM-000899,Anisoptera,Libellulidae,Leucorrhinia frigida,130.577,157.319,25.654,23.728,25.972,24.85,6.308,7.98,6.752,8.382,0.609616952,0.355195911,0.059627146,-0.041461296,0.5830721,0.643939394,127.5420015,119.3596382,47.244,TRUE
RU-N:WL:OdoD: 2015 00520,Anisoptera,Libellulidae,Leucorrhinia frigida,136.553,167.856,25.823,24.85,26.162,25.527,6.456,8.086,7.091,8.805,0.645631068,0.319237148,0.052260066,-0.105031068,0.588059702,0.629807692,129.1720151,120.4044581,47.244,TRUE
RU-N:WL:OdoD: 2015 00519,Anisoptera,Libellulidae,Leucorrhinia frigida,108.737,137.622,23.051,22.606,23.178,23.051,5.821,7.451,6.308,7.747,0.603652968,0.204775023,0.047635017,-0.097500229,0.630872483,0.680327869,128.2575467,121.6309129,47.244,TRUE
RU-N:WL:OdoD: 2017 00144,Anisoptera,Libellulidae,Leucorrhinia frigida,119.116,149.104,24.024,23.135,24.321,23.368,6.181,7.747,6.668,8.319,0.617058312,0.253623188,0.052298983,-0.130926181,0.568253968,0.605597964,126.5100024,117.845689,47.244,TRUE
RU-N:WL:OdoD: 2017 00145,Anisoptera,Libellulidae,Leucorrhinia frigida,134.871,169.849,26.564,24.426,26.607,25.252,6.435,8.467,6.943,9.737,0.601431981,0.196144174,0.061674474,-0.126465841,0.615853659,0.615217391,126.4492429,112.3680105,47.244,TRUE
RU-N:WL:OdoD: 2017 00135,Anisoptera,Libellulidae,Leucorrhinia frigida,126.204,159.481,25.675,24.575,26.162,25.718,6.054,7.874,6.583,9.356,0.653721683,0.209876543,0.046824807,-0.102171413,0.588424437,0.585972851,125.6568731,104.1679585,47.244,TRUE
RU-N:WL:OdoD: 2017 00142,Anisoptera,Libellulidae,Leucorrhinia frigida,130.916,163.221,25.21,24.321,25.379,25.4,6.244,8.213,6.879,9.462,0.577147623,0.303333333,0.033869328,-0.093443329,0.590769231,0.599552573,125.0444255,115.4326277,47.244,TRUE
RU-N:WL:OdoD: 2017 00147,Anisoptera,Libellulidae,Leucorrhinia frigida,117.238,140.416,23.601,22.543,23.855,22.881,6.054,7.514,6.922,7.684,0.572315883,0.160037003,0.054590008,-0.092492822,0.556574924,0.661157025,129.6824647,127.4543001,47.244,TRUE
RU-N:WL:OdoD: 2017 00149,Anisoptera,Libellulidae,Leucorrhinia frigida,118.689,143.46,24.723,23.622,24.723,23.982,5.927,7.557,6.371,7.62,0.590753425,0.187113857,0.031821482,-0.113507013,0.624584718,0.694444444,122.0850854,121.849405,47.244,TRUE
RU-N:WL:OdoD: 2017 00148,Anisoptera,Libellulidae,Leucorrhinia frigida,125.55,156.359,25.506,24.299,25.633,24.659,6.075,7.916,7.303,8.255,0.578860446,0.194849785,0.040406433,-0.125166262,0.582608696,0.68974359,123.1169101,119.7276076,47.244,TRUE
RU-N:WL:OdoD: 2017 00153,Anisoptera,Libellulidae,Leucorrhinia frigida,113.734,137.065,23.41,22.416,23.559,22.987,6.033,7.641,6.583,7.959,0.623539982,0.198895028,0.027124245,-0.075224972,0.562700965,0.662234043,125.7230375,120.5799546,47.244,TRUE
RU-N:WL:OdoD: 2017 00152,Anisoptera,Libellulidae,Leucorrhinia frigida,128.952,160.583,25.612,24.257,25.739,25.231,6.202,8.234,6.752,8.911,0.577302632,0.187919463,0.036771298,-0.106834113,0.620689655,0.650831354,126.7422229,114.0691721,47.244,TRUE
RU-N:WL:OdoD: 2017 00150,Anisoptera,Libellulidae,Leucorrhinia frigida,125.818,159.565,24.786,24.49,24.934,24.85,6.117,8.107,6.604,8.234,0.562818336,0.172061329,0.017461804,-0.128256184,0.586538462,0.676092545,125.4276814,118.4892515,47.244,TRUE
RU-N:WL:OdoD: 2017 00140,Anisoptera,Libellulidae,Leucorrhinia frigida,129.82,153.537,25.527,24.405,25.569,24.807,6.16,7.811,6.71,8.192,0.563741722,0.274744027,0.030706708,-0.105017512,0.621451104,0.645994832,126.4211889,117.2564838,47.244,TRUE
RU-N:WL:OdoD: 2017 00139,Anisoptera,Libellulidae,Leucorrhinia frigida,121.054,154.106,24.638,23.855,24.723,24.321,5.99,7.832,6.392,8.065,0.574486301,0.196692776,0.038047802,-0.129171844,0.602649007,0.677165354,128.8351892,119.2701248,47.244,TRUE
RU-N:WL:OdoD: 2017 00136,Anisoptera,Libellulidae,Leucorrhinia frigida,138.612,178.29,26.353,25.294,26.67,25.908,6.562,8.594,7.07,9.525,0.596825397,0.203431373,0.045297204,-0.116773336,0.592814371,0.586666667,123.3819131,116.2486396,47.244,TRUE
RU-N:WL:OdoD: 2017 00137,Anisoptera,Libellulidae,Leucorrhinia frigida,121.195,150.766,24.49,23.94,24.617,24.299,6.033,7.959,6.456,8.319,0.608770421,0.283101045,0.032011472,-0.099738255,0.6,0.648854962,127.3894774,121.0206275,47.244,TRUE
MLM-000896,Anisoptera,Libellulidae,Leucorrhinia frigida,109.249,133.906,23.326,22.521,23.347,23.008,5.736,7.176,6.287,7.387,0.650045331,0.196872125,0.042401459,-0.096152328,0.606060606,0.679083095,130.0771362,126.992299,47.244,TRUE
MLM-000895,Anisoptera,Libellulidae,Leucorrhinia frigida,107.802,132.317,23.855,22.521,24.109,22.945,5.609,7.176,5.969,7.599,0.60403863,0.20202952,0.066292315,-0.094803684,0.595744681,0.629526462,128.5274699,120.1280047,47.244,TRUE
MLM-000897,Anisoptera,Libellulidae,Leucorrhinia frigida,113.689,138.792,24.109,22.924,24.511,23.77,5.842,7.345,6.371,7.916,0.616580311,0.254674978,0.063997029,-0.086584683,0.61461794,0.644385027,128.3699501,118.8889375,47.244,TRUE
MLM-000898,Anisoptera,Libellulidae,Leucorrhinia frigida,115.428,139.966,24.342,23.199,24.553,23.728,5.757,7.514,6.202,8.043,0.603448276,0.212310437,0.047560015,-0.098913938,0.559726963,0.631578947,127.9781738,119.4910258,47.244,TRUE
MLM-000900,Anisoptera,Libellulidae,Leucorrhinia frigida,105.806,140.51,24.384,23.199,24.638,23.622,5.292,7.324,5.44,8.001,0.728522337,0.193548387,0.06169777,-0.112849689,0.486381323,0.645502646,133.4481748,123.8737938,47.244,TRUE
MLM-000894,Anisoptera,Libellulidae,Leucorrhinia frigida,108.618,132.459,23.961,22.585,24.088,23.241,5.588,7.091,5.99,7.578,0.670474517,0.330601093,0.050163185,-0.074632739,0.590106007,0.617318436,127.6533471,119.1976263,47.244,TRUE
MLM-000893,Anisoptera,Libellulidae,Leucorrhinia frigida,106.333,127.321,23.686,22.098,23.897,22.585,5.482,7.07,5.863,7.345,0.607617361,0.201499531,0.050392029,-0.093217218,0.602888087,0.668587896,128.298329,121.8274912,47.244,TRUE
MLM-000906,Anisoptera,Libellulidae,Leucorrhinia glacialis,142.283,171.675,27.538,25.908,27.898,26.564,6.308,8.043,6.9,8.848,0.59939302,0.164143426,0.040782465,-0.106740982,0.579754601,0.633971292,121.6302615,113.9760064,47.244,TRUE
MLM-000913,Anisoptera,Libellulidae,Leucorrhinia hudsonica,114.692,141.034,24.85,23.41,25.04,24.024,5.906,7.218,6.287,7.514,0.638207946,0.216740088,0.080057403,-0.048543931,0.602693603,0.6,130.4854753,120.5212981,47.244,TRUE
MLM-000909,Anisoptera,Libellulidae,Leucorrhinia hudsonica,107.232,126.708,23.241,22.204,23.813,22.881,5.652,6.858,6.075,7.049,0.632888889,0.183163737,0.073065576,-0.053002866,0.547038328,0.615615616,133.4146898,129.4352715,47.244,TRUE
MLM-000910,Anisoptera,Libellulidae,Leucorrhinia hudsonica,119.095,145.475,25.231,23.559,25.506,24.786,5.8,7.366,6.16,8.319,0.701244813,0.278394535,0.062350377,-0.052151537,0.536082474,0.582697201,131.3738326,120.9806904,47.244,TRUE
MLM-000914,Anisoptera,Libellulidae,Leucorrhinia hudsonica,107.86,130.961,23.156,22.077,23.495,22.521,5.99,7.112,6.202,7.408,0.723423423,0.243421053,0.070484868,-0.082490726,0.549488055,0.611428571,127.5959804,118.9916023,47.244,TRUE
MLM-000912,Anisoptera,Libellulidae,Leucorrhinia hudsonica,110.062,128.897,23.368,22.267,23.516,22.797,5.8,7.091,6.308,7.451,0.646264627,0.365831012,0.050413642,-0.055680077,0.597315436,0.633522727,128.4711204,120.8513463,47.244,TRUE
MLM-000907,Anisoptera,Libellulidae,Leucorrhinia hudsonica,111.049,135.096,23.94,22.225,24.405,23.135,5.715,7.26,6.202,8.149,0.594969644,0.288197621,0.086667787,-0.067854001,0.566552901,0.553246753,134.8828534,121.7064968,47.244,TRUE
MLM-000911,Anisoptera,Libellulidae,Leucorrhinia hudsonica,103.797,118.76,22.585,20.87,22.86,21.611,5.694,7.07,6.138,7.832,0.655555556,0.29970617,0.067184776,-0.044198718,0.586206897,0.583783784,130.8242187,122.0553793,47.244,TRUE
MLM-000908,Anisoptera,Libellulidae,Leucorrhinia hudsonica,94.745,113.106,21.294,20.278,21.823,20.701,5.461,6.541,5.8,7.303,0.675072745,0.299591002,0.070518893,-0.095338945,0.53649635,0.544927536,132.3560166,124.0640245,47.244,TRUE
MLM-000904,Anisoptera,Libellulidae,Leucorrhinia intacta,147.71,182.726,27.453,26.607,27.771,26.67,6.668,8.446,7.07,8.657,0.634908537,0.173809524,0.050375989,-0.117327954,0.568862275,0.616136919,128.9533602,119.8731227,47.244,TRUE
MLM-000902,Anisoptera,Libellulidae,Leucorrhinia intacta,135.028,168.131,25.823,24.342,26.035,24.956,6.477,8.382,6.9,8.678,0.561788618,0.187446989,0.050986164,-0.100445108,0.601226994,0.62195122,128.6058726,122.2345826,47.244,TRUE
MLM-000901,Anisoptera,Libellulidae,Leucorrhinia intacta,119.626,148.106,24.49,23.093,25.04,23.58,6.054,7.768,6.498,8.403,0.601859679,0.184021544,0.054627789,-0.126432561,0.57980456,0.602015113,128.2817673,119.472449,47.244,TRUE
WRK-WS-01752,Anisoptera,Libellulidae,Leucorrhinia intacta,134.866,174.579,25.591,24.596,25.601,24.797,6.382,8.837,6.964,9.155,0.566349731,0.185232608,0.016316578,-0.165327702,0.592705167,0.603468208,123.3417144,116.416078,94.488,TRUE
WRK-WS-01753,Anisoptera,Libellulidae,Leucorrhinia intacta,149.783,189.317,26.575,25.707,26.85,25.802,6.858,9.006,7.44,9.832,0.56405203,0.235849057,0.038067333,-0.155092625,0.553342817,0.644779333,121.2272168,114.4145241,94.488,TRUE
WRK-WS-01754,Anisoptera,Libellulidae,Leucorrhinia intacta,120.872,156.716,24.458,24.014,24.564,24.151,6.117,8.086,6.519,8.371,0.580784145,0.190622261,0.039535679,-0.138173343,0.599025974,0.663716814,124.3791892,111.812273,94.488,TRUE
WRK-WS-02291,Anisoptera,Libellulidae,Leucorrhinia intacta,128.408,165.855,25.104,24.532,25.464,24.956,6.265,8.297,6.731,8.446,0.534497091,0.187446989,0.028515673,-0.122935412,0.55345912,0.586466165,127.3304185,117.9286829,47.244,TRUE
RU-N:WL:OdoD: 2015 00528,Anisoptera,Libellulidae,Leucorrhinia intacta,119.624,151.217,24.786,24.426,25.083,25.188,5.842,7.98,6.435,9.229,0.493670886,0.217647059,0.043444387,-0.057317314,0.605263158,0.589449541,127.0335562,116.4116075,47.244,TRUE
RU-N:WL:OdoD: 2015 00526,Anisoptera,Libellulidae,Leucorrhinia intacta,129.915,160.11,26.374,24.998,26.649,25.908,6.138,7.895,6.541,8.17,0.577442415,0.158496732,0.044744278,-0.099080208,0.569579288,0.621761658,125.6698768,120.8164732,47.244,TRUE
RU-N:WL:OdoD: 2015 00524,Anisoptera,Libellulidae,Leucorrhinia intacta,129.264,159.824,25.569,24.723,26.141,26.226,6.35,8.255,7.027,8.911,0.744129555,0.220338983,0.057842829,-0.039327301,0.59939759,0.617577197,121.5238197,117.8799963,47.244,TRUE
RU-N:WL:OdoD: 2015 00525,Anisoptera,Libellulidae,Leucorrhinia intacta,142.086,175.876,27.242,26.141,27.644,26.818,6.414,8.488,6.985,9.186,0.594180704,0.329913181,0.04315766,-0.095084591,0.603030303,0.658986175,123.2274784,116.6593757,47.244,TRUE
RU-N:WL:OdoD: 2015 00527,Anisoptera,Libellulidae,Leucorrhinia intacta,122.146,163.347,25.718,25.337,26.056,27.051,6.011,8.234,6.435,9.271,0.595450853,0.258215962,0.051914028,-0.033727107,0.578947368,0.584474886,125.6076749,113.6675834,47.244,TRUE
RU-N:WL:OdoD: 2015 00529,Anisoptera,Libellulidae,Leucorrhinia intacta,125.629,159.892,25.4,25.4,25.823,26.607,6.011,7.895,6.392,8.636,0.551639344,0.22991249,0.043330868,-0.013282452,0.57615894,0.610294118,128.8378125,118.140062,47.244,TRUE
RU-N:WL:OdoD: 2015 00522,Anisoptera,Libellulidae,Leucorrhinia intacta,130.196,159.676,26.035,24.553,26.183,25.104,6.096,7.895,6.752,8.721,0.571544058,0.167790894,0.04038305,-0.113810095,0.573667712,0.597087379,125.9320848,117.9161905,47.244,TRUE
MLM-000915,Anisoptera,Libellulidae,Leucorrhinia intacta,118.408,143.791,24.617,23.241,24.85,23.643,6.181,7.493,6.668,8.276,0.558773424,0.147717099,0.05890266,-0.109810302,0.619047619,0.62915601,125.2369428,118.3235749,47.244,TRUE
MLM-000916,Anisoptera,Libellulidae,Leucorrhinia intacta,125.851,161.64,25.675,24.257,25.802,24.871,6.117,8.128,6.498,8.615,0.58490566,0.196595745,0.049308332,-0.131747413,0.602605863,0.651105651,125.9709948,117.9678457,47.244,TRUE
MLM-000905,Anisoptera,Libellulidae,Leucorrhinia intacta,141.879,176.216,26.903,25.972,27.263,26.416,6.456,8.255,7.303,9.25,0.572204969,0.257211539,0.039417756,-0.123791918,0.611594203,0.610983982,122.0604181,115.648724,47.244,TRUE
MLM-000903,Anisoptera,Libellulidae,Leucorrhinia intacta,124.123,147.754,26.48,24.321,26.543,24.998,5.821,7.62,6.371,7.938,0.594896332,0.194750212,0.049889055,-0.073555317,0.561461794,0.624,123.2020221,120.5481792,47.244,TRUE
WRK-WS-01755,Anisoptera,Libellulidae,Leucorrhinia intacta,152.711,193.036,27.76,26.427,27.887,26.797,6.71,9.155,7.345,9.536,0.604933586,0.168246446,0.039729605,-0.16094362,0.577809798,0.613762486,123.0862175,113.615699,94.488,TRUE
