Suborder,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW
Anisoptera,400.527,469.16,46.736,45.826,46.895,46.683,10.552,12.34,11.208,14.076,0.517490409,0.343686239,0.012845213,-0.085898054
Anisoptera,412.261,479.746,48.504,46.376,48.567,46.905,10.806,12.594,11.07,14.023,0.478535629,0.397563177,-0.003507188,-0.102324991
Anisoptera,425.408,501.68,49.318,47.371,49.35,48.027,10.816,12.764,11.451,13.959,0.525627279,0.361613045,0.006188009,-0.094906583
Anisoptera,400.212,472.536,47.974,46.387,48.006,46.747,10.435,12.224,10.954,14.584,0.511904762,0.348426534,0.009890517,-0.104457718
Anisoptera,417.502,480.044,48.863,45.646,48.916,46.45,10.626,12.679,11.197,14.33,0.496105582,0.32125769,-0.001830237,-0.112566506
Anisoptera,350.742,394.592,46.419,44.238,46.567,45.276,9.44,10.901,9.821,12.192,0.448636364,0.0514259,-0.01024312,-0.100223237
Anisoptera,352.74,400.419,46.736,43.879,46.778,44.344,9.462,10.943,9.8,11.578,0.442986425,0.296420048,0.002370242,-0.092232683
Anisoptera,354.145,404.245,45.498,43.043,45.731,43.815,9.631,11.419,9.874,11.991,0.448738718,0.327536232,-0.014811388,-0.116230301
Anisoptera,369.981,429.193,47.646,44.323,47.667,45.424,9.652,11.917,10.097,12.086,0.476687389,0.057082945,0.002356929,-0.102217814
Anisoptera,379.918,423.645,47.456,44.916,47.456,45.106,9.991,11.832,10.245,12.192,0.427743087,0.037541061,-0.011351946,-0.115873196
Anisoptera,347.065,415.7,44.217,43.487,44.27,43.508,9.694,12.34,10.149,12.891,0.446330385,0.049379713,-0.009663347,-0.134519841
Anisoptera,364.416,436.417,45.551,44.609,45.583,44.619,10.044,12.097,10.446,12.541,0.455305317,0.085151803,-0.00471154,-0.134490146
Anisoptera,362.916,412.445,45.307,43.921,45.403,43.963,9.821,11.927,10.425,12.562,0.468065268,0.050312951,-0.016513921,-0.12387637
Anisoptera,379.286,438.511,45.964,43.942,45.964,44.207,10.276,12.573,10.763,12.88,0.453833756,0.100311228,-0.00075651,-0.145449408
Anisoptera,373.177,419.462,46.641,44.302,46.704,44.884,9.98,11.949,10.488,12.753,0.478585996,0.076161283,-0.005651282,-0.125793664
Anisoptera,372.285,421.68,45.127,43.72,45.276,43.752,10.255,12.361,10.668,13.018,0.450444133,0.052491534,-0.012474157,-0.119860905
Anisoptera,343.087,428.6,45.032,43.074,45.17,43.476,9.366,12.33,9.8,12.467,0.485707591,0.088364167,-0.017208791,-0.146616351
Anisoptera,339.648,400.195,44.461,42.64,44.503,42.714,9.493,11.79,10.065,12.658,0.443043995,0.040634291,-0.008329563,-0.122008631
Anisoptera,369.699,443.408,47.53,44.926,47.551,45.583,9.61,12.234,10.329,13.07,0.469174271,0.028325981,-0.006418192,-0.126016392
Anisoptera,318.111,380.247,42.302,40.386,42.312,40.704,9.472,11.853,10.171,12.308,0.414957479,0.055122205,-0.015605571,-0.145380628
Anisoptera,333.236,408.537,43.476,41.677,43.582,42.545,9.546,12.383,9.927,13.123,0.538610976,0.057711443,-0.013319902,-0.133873732
Anisoptera,355.405,434.457,44.26,41.741,44.26,42.63,10.097,12.742,10.562,13.631,0.419416547,0.106256207,-0.016794876,-0.150112373
Anisoptera,483.469,568.762,53.658,51.393,53.742,51.626,11.367,13.78,11.959,14.965,0.460023631,0.311603116,-0.009386157,-0.10760388
Anisoptera,421.22,498.282,49.678,48.133,49.678,48.324,10.52,12.742,10.816,13.674,0.454196847,0.042487954,-0.015501245,-0.116723704
Anisoptera,367.59,426.157,45.339,43.053,45.339,43.836,10.022,11.8,10.478,12.478,0.428804855,0.045388701,-0.006488206,-0.116303724
Anisoptera,334.017,380.745,43.741,41.074,43.879,42.005,9.366,11.113,10.012,11.864,0.474191992,0.054925674,-0.001555568,-0.093124392
Anisoptera,331.892,390.22,43.963,42.587,44.09,42.651,9.25,11.472,9.673,12.129,0.49543927,0.041687345,-0.016316248,-0.12632441
Anisoptera,459.496,542.916,51.52,49.445,51.583,49.657,11.451,13.526,11.684,14.774,0.513336069,0.361040068,-0.000864403,-0.108180748
Anisoptera,481.725,562.118,54.652,52.303,54.695,52.345,10.943,13.483,11.197,14.33,0.49496904,0.032349373,-0.011496086,-0.116879374
Anisoptera,439.851,507.839,50.927,49.128,50.991,49.128,10.816,13.568,10.964,14.499,0.489829805,0.039207238,-0.020573201,-0.108711057
Anisoptera,519.325,634.877,53.573,49.89,54.547,52.112,12.002,15.748,12.806,16.341,0.590221187,0.33509342,0.032801487,-0.088562392
Anisoptera,516.697,620.637,52.536,49.361,52.769,50.334,11.959,15.642,13.06,16.32,0.453269154,0.270815812,-0.00632513,-0.132992839
Anisoptera,502.755,618.838,52.938,50.673,52.98,51.308,11.578,15.621,12.404,16.002,0.399920096,0.261138614,-0.011827663,-0.13687797
Anisoptera,482.789,593.887,50.842,48.027,51.054,48.81,11.451,15.409,12.467,16.214,0.554726368,0.227666956,-0.011752942,-0.143668493
Anisoptera,506.345,623.12,53.806,50.546,54.991,52.007,11.599,15.748,12.34,16.468,0.578137029,0.28001628,0.022774919,-0.126331125
Anisoptera,438.464,540.076,50.969,47.456,52.155,49.318,10.668,14.266,11.409,15.473,0.604301948,0.273819743,0.023975779,-0.111455979
Anisoptera,501.873,665.84,53.065,51.171,53.626,52.314,11.599,16.457,12.562,17.664,0.599565818,0.275743476,0.011238931,-0.153783542
Anisoptera,556.069,727.74,56.039,52.98,56.949,54.271,12.308,17.304,13.24,18.606,0.615498978,0.227964119,0.023307209,-0.149895011
Anisoptera,271.218,336.584,37.994,35.179,38.904,36.428,9.144,11.409,9.694,12.615,0.619151251,0.331202789,0.051653339,-0.087649787
Anisoptera,255.877,319.487,37.825,35.221,38.164,36.386,8.446,10.816,8.911,11.621,0.628397116,0.326934264,0.030890694,-0.095603896
Anisoptera,255.297,314.082,37.38,34.629,37.91,35.751,8.297,11.007,9.335,12.34,0.63093244,0.239786856,0.026285201,-0.115803879
Zygoptera,188.477,168.443,36.83,35.412,38.756,36.491,6.646,6.498,6.689,6.668,0.714363736,0.607888631,0.121178981,0.130146085
Zygoptera,238.325,225.856,34.205,32.427,35.772,34.269,9.038,9.038,9.44,9.398,0.631360947,0.675108091,0.121094341,0.13729223
Zygoptera,215.576,206.521,32.935,31.411,34.078,32.703,8.509,8.742,8.763,8.827,0.669565217,0.697734628,0.114916256,0.142465854
Zygoptera,264.267,253.005,34.523,32.639,35.941,34.523,9.737,9.885,10.16,10.372,0.676089517,0.675659105,0.109122519,0.135591321
Zygoptera,249.303,239.729,34.671,32.216,36.259,34.163,9.567,9.716,9.589,9.927,0.77408056,0.635687732,0.142962819,0.153085001
Zygoptera,274.458,264.66,36.936,35.158,37.867,36.237,9.525,9.61,9.885,9.779,0.631637787,0.670560748,0.078529645,0.100638171
Zygoptera,236.353,228.018,33.549,31.919,34.332,33.147,9.186,9.186,9.546,9.356,0.643033292,0.627713921,0.093140196,0.118273533
Zygoptera,263.239,265.214,35.02,33.211,35.338,34.195,9.726,10.192,9.959,10.382,0.646600779,0.666047663,0.086363877,0.109275558
Zygoptera,272.206,275.549,35.454,34.121,35.803,34.914,9.948,10.435,10.266,10.53,0.639668933,0.663837527,0.080648976,0.118656274
Zygoptera,233.743,237.016,34.459,32.258,34.883,33.274,8.848,9.546,9.229,9.737,0.651092233,0.639949109,0.10576744,0.136713344
Zygoptera,220.821,227.735,30.247,29.316,31.856,30.628,9.546,10.139,9.906,10.287,0.635215947,0.664823773,0.147265909,0.150973101
Zygoptera,223.474,226.467,32.343,30.671,32.957,31.835,8.89,9.673,9.271,9.948,0.667951188,0.668218085,0.095764874,0.127495451
Zygoptera,230.877,230.899,33.02,31.602,33.761,32.872,8.89,9.292,9.398,9.673,0.679623825,0.657437218,0.094850599,0.120112206
Zygoptera,223.704,221.364,32.491,30.946,32.872,31.623,8.805,9.186,9.186,9.398,0.627817128,0.641900937,0.085197704,0.105099716
Zygoptera,229.055,231.906,32.512,30.967,33.105,31.814,8.996,9.525,9.44,9.652,0.659846547,0.767797738,0.090480644,0.111447852
Zygoptera,241.83,247.839,34.121,32.163,34.385,32.946,9.123,9.716,9.652,9.948,0.637426901,0.622229361,0.079891937,0.099717558
Zygoptera,253.335,239.145,33.898,31.919,34.216,32.84,9.641,9.419,9.832,9.546,0.632848747,0.6377699,0.08568467,0.102421516
Zygoptera,252.367,246.051,33.528,32.237,33.888,33.221,9.726,9.61,10.107,9.832,0.614615865,0.685887225,0.101258756,0.112800101
Zygoptera,268.575,257.469,33.846,32.152,33.962,32.798,10.044,10.086,10.478,10.276,0.591461515,0.678606002,0.07878601,0.088959228
Zygoptera,233.377,233.146,32.851,31.253,32.999,31.697,9.102,9.504,9.525,9.641,0.625400898,0.658430718,0.075899631,0.103441874
Zygoptera,257.703,259.664,34.205,32.353,34.481,33.401,9.747,10.34,10.065,10.456,0.60742787,0.644169835,0.086586448,0.113058418
Zygoptera,257.949,249.061,37.359,36.153,38.079,36.999,8.573,8.382,9.102,8.594,0.527515286,0.684782609,0.064700863,0.076380173
Zygoptera,296.592,287.869,38.354,36.767,39.391,37.994,9.843,9.737,10.118,9.97,0.595378829,0.597771588,0.089918558,0.097078609
Zygoptera,264.968,259.51,38.396,36.978,38.926,37.931,8.594,8.848,9.017,8.975,0.578575313,0.661830357,0.057773946,0.082175487
Zygoptera,273.238,259.397,40.09,38.312,40.471,39.053,8.488,8.234,8.954,8.403,0.57792887,0.596747968,0.047786516,0.06410749
Zygoptera,298.882,283.683,40.026,38.523,40.746,39.73,9.504,9.102,9.821,9.377,0.651428571,0.603090037,0.087470721,0.101405564
Zygoptera,286.126,272.953,40.471,38.841,41.0,39.645,8.827,8.594,9.208,8.827,0.634486319,0.722370529,0.068232448,0.083057196
Zygoptera,219.894,214.308,35.094,33.888,35.518,35.031,7.811,7.684,8.213,7.98,0.594159714,0.598187311,0.06916902,0.092626682
Zygoptera,229.014,224.666,36.216,35.243,36.724,35.941,8.149,7.768,8.784,8.022,0.44092219,0.652532391,0.059555764,0.081454054
Zygoptera,251.318,231.562,38.439,36.999,39.582,37.804,8.255,7.874,8.467,8.001,0.617647059,0.612541993,0.066626162,0.075474994
Zygoptera,228.423,209.125,36.915,36.068,37.888,37.105,7.747,7.154,8.065,7.493,0.554189944,0.61722761,0.059800824,0.077135455
Zygoptera,234.14,213.714,37.359,35.052,38.396,35.92,8.001,7.557,8.34,7.832,0.569459757,0.589864467,0.081334972,0.091868671
Zygoptera,195.551,184.481,33.57,31.538,33.994,32.3,7.197,7.112,7.472,7.557,0.588418431,0.632372215,0.050637506,0.078480638
Zygoptera,211.131,197.237,35.348,33.951,36.068,34.586,7.345,7.324,7.662,7.578,0.568661972,0.55997552,0.047684397,0.060026627
Zygoptera,175.882,162.009,27.961,27.369,29.93,28.935,8.022,7.684,8.34,7.895,0.632248939,0.677395757,0.150603498,0.158284111
Zygoptera,166.987,177.448,29.633,29.887,30.692,31.475,7.387,7.726,7.599,7.916,0.636551724,0.640215198,0.146311489,0.133284439
Zygoptera,217.006,207.194,30.903,30.353,31.835,31.729,8.911,8.53,9.038,8.7,0.571808511,0.619746498,0.106859009,0.12352963
Zygoptera,210.08,199.586,30.586,29.422,31.623,30.544,8.742,8.551,8.848,8.721,0.586345382,0.65003465,0.103371335,0.133892623
Zygoptera,151.95,145.154,25.675,24.85,26.67,26.014,7.768,7.493,7.832,7.662,0.650793651,0.672904801,0.126085971,0.141097907
Zygoptera,152.602,143.398,25.95,24.977,26.839,25.993,7.578,7.345,7.726,7.535,0.600946372,0.650651466,0.118348483,0.134825683
Zygoptera,161.278,154.409,26.755,25.696,27.728,26.628,7.789,7.726,7.916,7.832,0.648854962,0.682829889,0.123722145,0.133626917
Zygoptera,171.138,159.692,27.178,26.247,28.109,27.559,8.086,7.853,8.149,7.895,0.629518072,0.693548387,0.11215133,0.149615104
Zygoptera,192.908,178.155,29.274,28.088,30.501,29.231,8.34,8.128,8.488,8.255,0.625954199,0.677045619,0.112114021,0.137626022
Zygoptera,184.833,172.122,28.766,27.707,29.951,28.956,8.17,7.938,8.319,8.128,0.616254417,0.641812866,0.10745989,0.136734685
Zygoptera,154.156,144.511,26.204,26.056,26.48,26.818,7.472,7.218,7.874,7.641,0.612310152,0.63062352,0.096279017,0.142309936
Zygoptera,161.213,150.979,26.564,26.501,28.152,28.046,7.811,7.493,8.276,7.832,0.590225564,0.684528302,0.139662432,0.167072478
Zygoptera,150.912,139.87,25.845,24.807,27.263,26.247,7.599,7.303,7.959,7.747,0.652950311,0.699193548,0.142990834,0.164559144
Zygoptera,52.67,48.27,18.648,17.865,19.622,18.563,3.916,3.789,3.937,3.831,0.653721683,0.710376283,0.136300393,0.145723433
Zygoptera,49.564,48.817,18.352,18.034,19.346,18.733,3.874,3.916,3.895,4.233,0.703501094,0.707344633,0.147030739,0.154865201
Zygoptera,137.131,128.245,26.458,25.633,27.411,26.458,6.773,6.583,7.112,7.027,0.606949807,0.6512,0.120992255,0.139420588
Zygoptera,192.81,182.407,29.887,28.639,31.115,30.014,8.255,8.086,8.53,8.361,0.629931973,0.669252468,0.115560448,0.130566384
Zygoptera,201.374,188.657,29.697,28.766,30.776,30.014,8.509,8.361,8.869,8.594,0.618982118,0.692524683,0.114030315,0.139752928
Zygoptera,171.045,158.935,27.03,26.035,28.004,26.882,7.916,7.789,8.192,8.043,0.606198035,0.682677165,0.116892216,0.130036795
Zygoptera,160.451,148.855,26.628,25.273,27.136,26.649,7.599,7.26,7.874,7.599,0.620904836,0.602065131,0.087087027,0.127936725
Zygoptera,188.755,181.128,29.591,28.512,30.755,29.697,8.086,8.467,8.361,8.636,0.642119752,0.729151818,0.117246464,0.154335248
Zygoptera,215.917,222.636,29.993,30.946,31.052,31.729,9.652,9.843,9.821,9.991,0.625085208,0.64442962,0.156829794,0.135588219
Zygoptera,258.203,257.742,32.004,31.771,34.078,33.549,10.816,10.922,11.049,11.557,0.642236025,0.658044164,0.187598317,0.193532337
Zygoptera,247.001,245.861,32.385,31.538,33.846,32.957,10.393,10.456,10.583,10.774,0.643527205,0.636480411,0.172162797,0.170845665
Zygoptera,209.556,201.785,27.919,27.03,29.337,28.512,10.075,10.118,10.139,10.308,0.711399711,0.654046028,0.171283086,0.204412512
Zygoptera,231.068,219.802,30.12,29.549,30.882,30.819,10.245,9.885,10.456,10.097,0.629198081,0.631181319,0.129925377,0.159117534
Zygoptera,226.548,231.049,30.544,30.099,31.538,31.454,9.843,10.456,9.97,10.626,0.638255034,0.668236878,0.141807075,0.177550592
Zygoptera,183.457,184.265,26.818,26.247,28.998,28.109,9.144,9.313,9.208,9.462,0.661313869,0.659638554,0.199202711,0.203822502
Zygoptera,245.315,234.094,31.75,30.988,32.893,32.3,10.499,10.245,10.689,10.689,0.641570142,0.665792923,0.173989315,0.193404148
Zygoptera,230.477,227.172,31.581,31.327,33.084,32.11,9.927,10.033,10.329,10.478,0.615483045,0.572841134,0.166681753,0.175179263
Zygoptera,186.539,179.594,26.882,26.331,28.85,27.834,9.398,9.017,9.44,9.144,0.665443874,0.640304183,0.189777346,0.177705985
Zygoptera,236.079,226.448,30.501,29.824,32.512,31.581,10.329,9.991,10.562,10.478,0.64453125,0.60924933,0.167468829,0.174677118
Zygoptera,219.681,215.194,30.141,29.443,31.919,31.03,9.885,9.821,9.991,10.054,0.686339523,0.650750341,0.176802649,0.178692395
Zygoptera,214.037,209.979,29.866,29.422,31.581,30.882,9.652,9.694,9.779,9.864,0.648123324,0.665524332,0.173822079,0.184787375
Zygoptera,226.914,248.92,30.247,29.887,32.237,31.433,9.864,11.282,10.075,11.494,0.659881812,0.695622896,0.164431368,0.213161541
Zygoptera,227.293,224.481,30.036,29.337,31.814,31.348,10.245,10.202,10.329,10.351,0.650698603,0.667792032,0.17853319,0.195973434
Zygoptera,209.133,209.535,28.998,28.914,30.882,30.522,9.8,9.61,9.885,9.694,0.651130912,0.711511789,0.196852913,0.18162992
Zygoptera,211.998,210.29,29.104,28.088,30.713,29.443,9.631,9.843,9.821,10.118,0.622329428,0.626887132,0.175808616,0.177903928
Zygoptera,222.985,216.077,30.565,29.633,31.919,30.946,10.118,9.991,10.16,10.139,0.643899204,0.656634747,0.182893794,0.198916662
Zygoptera,307.309,302.232,33.338,32.681,34.946,33.909,12.192,12.15,12.298,12.361,0.657177468,0.606117353,0.167587704,0.159622677
Zygoptera,294.552,293.82,33.359,32.47,34.036,33.676,11.811,11.811,11.896,12.107,0.628731343,0.595851666,0.139820907,0.161326321
Zygoptera,303.994,298.56,33.528,32.639,34.798,33.74,12.192,12.192,12.34,12.361,0.633211679,0.64868256,0.16840061,0.16531588
Zygoptera,257.812,250.953,30.903,29.866,32.11,30.903,11.282,11.197,11.345,11.324,0.661832564,0.646575343,0.172062607,0.173046013
Zygoptera,279.706,278.326,32.83,32.554,34.205,33.888,11.472,11.409,11.557,11.599,0.639232673,0.637726421,0.167485453,0.16686062
Zygoptera,277.655,274.93,33.105,32.322,33.909,33.147,11.091,11.282,11.176,11.536,0.652309613,0.664750958,0.136631234,0.157540125
Zygoptera,220.81,224.613,29.824,29.676,30.988,30.988,10.012,10.541,10.139,10.583,0.62431694,0.655737705,0.15597462,0.185329938
Zygoptera,216.15,210.249,29.506,28.956,30.586,29.972,9.673,9.589,9.779,9.8,0.653979239,0.627824859,0.134159465,0.150808829
Zygoptera,234.549,236.631,30.882,29.803,32.089,31.073,10.202,10.351,10.456,10.795,0.642480211,0.619891008,0.170243712,0.16962736
Zygoptera,237.895,238.887,31.2,30.776,32.046,32.195,10.202,10.287,10.308,10.372,0.654557464,0.650230112,0.130023386,0.161290907
Zygoptera,205.802,205.298,28.829,28.194,30.163,30.522,9.61,9.589,9.694,10.097,0.66877193,0.687933426,0.163372702,0.189353905
Zygoptera,235.73,237.6,31.623,30.544,33.084,32.068,10.202,10.329,10.435,10.943,0.628278951,0.644224422,0.166399767,0.158690844
Zygoptera,235.945,231.321,31.009,29.93,32.004,31.411,10.202,10.224,10.287,10.414,0.692460318,0.672506739,0.148990779,0.169572898
Zygoptera,226.413,226.045,30.29,29.358,31.602,30.776,10.139,10.181,10.266,10.372,0.644340255,0.636863824,0.174325259,0.175661618
Zygoptera,232.386,234.903,30.205,31.03,31.39,32.533,10.308,10.181,10.456,10.922,0.679703304,0.665582303,0.157485311,0.181694903
Zygoptera,228.452,225.834,30.311,29.697,31.39,31.792,10.287,10.181,10.351,10.456,0.641267701,0.659786951,0.160202102,0.149703124
Zygoptera,230.419,229.539,30.522,29.655,31.814,31.369,10.012,10.075,10.224,10.245,0.626081171,0.619433198,0.132752089,0.147889059
Zygoptera,232.945,237.284,30.332,30.141,32.046,31.665,10.351,10.562,10.478,10.605,0.654557464,0.652406417,0.165938952,0.17604187
Zygoptera,228.504,228.884,29.803,29.147,31.03,30.819,10.329,10.435,10.456,10.541,0.620736699,0.688873626,0.151701563,0.17975961
Zygoptera,224.223,233.916,29.655,29.739,30.268,32.195,10.393,10.668,10.583,11.303,0.627272727,0.633793557,0.127496528,0.206408135
Zygoptera,224.394,226.92,29.655,28.829,30.692,30.311,10.816,10.372,10.986,10.647,0.657241379,0.627094972,0.153041853,0.167851699
Zygoptera,209.238,206.639,27.369,26.818,29.168,28.279,10.287,10.308,10.456,10.499,0.602322206,0.619760479,0.173803796,0.174972309
Zygoptera,204.819,197.092,27.686,27.178,28.406,28.406,10.075,9.948,10.245,10.118,0.662444113,0.643070045,0.154101341,0.187613278
Zygoptera,181.67,182.537,26.522,26.056,27.877,27.39,9.292,9.525,9.377,10.118,0.657555049,0.664605873,0.165558239,0.190302947
Zygoptera,187.909,189.928,27.22,26.31,28.935,28.025,9.356,9.61,9.97,10.202,0.64228237,0.672205438,0.179165141,0.188517132
Zygoptera,219.517,215.455,28.004,27.326,29.252,28.723,10.414,10.287,10.562,10.795,0.651230101,0.66028003,0.155530033,0.18101408
Zygoptera,233.224,224.657,29.76,28.66,31.263,30.247,10.689,10.626,10.859,11.07,0.666215301,0.642407278,0.183214554,0.191164136
Zygoptera,218.336,218.352,28.744,28.173,30.268,29.591,10.224,10.266,10.372,11.113,0.623076923,0.63304721,0.171074716,0.170191067
Zygoptera,200.599,199.99,28.067,27.178,29.633,28.448,9.652,9.821,9.821,10.181,0.649285714,0.639880952,0.169557148,0.165825209
Zygoptera,230.228,227.586,29.147,27.877,30.903,29.591,10.626,10.774,10.859,11.43,0.65890411,0.650214592,0.18547174,0.192006646
Zygoptera,223.55,218.277,28.639,27.644,30.205,29.189,10.499,10.562,10.647,11.324,0.634197617,0.634517767,0.172449681,0.187773077
Zygoptera,201.134,203.972,26.903,26.628,28.575,28.342,9.885,10.139,9.97,10.774,0.635555556,0.644510829,0.170506443,0.19366608
Zygoptera,210.227,215.962,28.744,28.215,29.443,29.231,9.8,10.52,9.927,10.732,0.664270309,0.667632151,0.142642784,0.14908653
Zygoptera,211.908,194.929,27.093,26.543,28.998,28.448,10.499,9.927,10.499,10.139,0.683211679,0.636160714,0.211836713,0.188290608
Zygoptera,208.021,203.938,27.263,26.416,28.935,28.363,10.16,10.075,10.224,10.499,0.648134601,0.608955224,0.172854391,0.184530328
Zygoptera,217.032,218.168,27.75,27.855,30.036,29.612,10.562,10.901,11.007,11.261,0.62931642,0.660471766,0.204663775,0.208175613
Zygoptera,193.011,185.285,25.845,25.591,27.284,26.861,10.287,9.927,10.329,10.118,0.728471684,0.620961387,0.210091831,0.191190493
Zygoptera,191.182,187.327,26.839,25.887,27.601,27.009,9.927,10.16,10.012,10.224,0.682515337,0.673197492,0.159546948,0.178643312
Zygoptera,197.531,189.723,26.585,26.734,28.194,27.855,10.181,10.16,10.266,10.372,0.695945946,0.647416413,0.191151327,0.186350473
Zygoptera,188.43,185.985,26.649,26.416,28.533,27.771,9.356,9.694,9.462,9.885,0.651335312,0.627286585,0.170827894,0.174647235
Zygoptera,220.194,214.827,28.49,27.707,29.612,28.956,10.541,10.647,10.668,10.774,0.704074339,0.65131579,0.184484661,0.192153148
Zygoptera,209.901,198.78,28.766,28.427,30.163,29.676,9.779,9.525,9.927,9.631,0.62877193,0.796718973,0.132018536,0.184330929
Zygoptera,221.056,212.86,28.385,27.263,29.782,28.829,10.922,10.562,11.113,11.113,0.633972992,0.603524229,0.199209221,0.192334454
Zygoptera,208.806,210.961,28.406,27.728,30.353,29.316,9.864,10.202,9.948,10.414,0.638772664,0.644043321,0.177621165,0.193281498
Zygoptera,155.256,150.455,24.342,23.855,25.464,24.977,8.657,8.594,8.827,8.784,0.651704073,0.649152542,0.179228527,0.191771134
Zygoptera,200.741,204.324,26.966,27.707,28.279,28.808,9.864,9.864,10.118,9.991,0.639221557,0.634092579,0.167593635,0.149456679
Zygoptera,205.028,217.945,28.046,28.067,28.427,29.633,10.118,10.774,10.308,11.134,0.679076694,0.635,0.157012352,0.169601214
Zygoptera,198.278,182.546,26.988,25.993,27.94,27.369,10.414,9.398,10.499,9.546,0.674242424,0.645011601,0.182986641,0.185565394
Zygoptera,170.264,175.278,25.464,25.929,26.585,27.474,9.25,9.165,9.546,9.208,0.61544586,0.686440678,0.187204962,0.182317895
Zygoptera,178.84,177.243,25.866,25.548,26.797,27.072,9.313,9.165,9.462,9.631,0.651658768,0.64112588,0.16256883,0.189175891
Zygoptera,186.76,184.387,26.226,26.183,27.178,27.39,9.525,9.61,9.631,9.8,0.642523365,0.663833076,0.159894017,0.203093009
Zygoptera,222.17,219.078,28.004,27.051,28.977,28.914,10.964,11.345,11.091,11.832,0.662527392,0.633235725,0.166215183,0.183143332
Zygoptera,192.644,186.464,27.411,26.014,28.385,27.051,9.737,9.631,9.843,9.885,0.648769575,0.651799687,0.190374163,0.190783617
Zygoptera,173.551,164.086,26.945,24.977,27.538,26.289,8.975,9.059,9.165,9.059,0.614911607,0.755233494,0.164045191,0.196381635
Zygoptera,180.513,174.164,25.802,25.442,27.136,26.818,9.398,9.165,9.462,9.398,0.652886115,0.74269929,0.155600415,0.188872753
Zygoptera,247.475,244.584,28.512,28.3,30.438,29.57,11.388,11.409,11.494,11.642,0.64255911,0.615604868,0.160765844,0.170990157
Zygoptera,251.294,245.054,28.893,28.3,29.887,29.231,11.832,11.43,12.107,11.663,0.550283286,0.601013758,0.156162626,0.170533578
Zygoptera,246.852,238.703,29.274,27.877,30.12,28.829,11.451,11.684,11.599,11.853,0.665495432,0.651982379,0.168248383,0.174831216
Zygoptera,213.5,209.249,27.22,26.966,28.49,27.961,10.478,10.414,10.605,10.562,0.655274889,0.650264951,0.157309971,0.171870942
Zygoptera,264.325,252.921,29.824,28.3,30.819,29.401,11.959,11.705,12.044,11.896,0.651098901,0.636429086,0.151940628,0.158034964
Zygoptera,207.823,201.844,27.919,27.39,29.295,28.914,9.906,9.8,10.118,10.118,0.624277457,0.633967789,0.16725599,0.17714423
Zygoptera,201.222,198.847,26.839,26.564,27.94,27.538,10.308,10.308,10.478,10.562,0.660606061,0.638739431,0.15919445,0.18580388
Zygoptera,211.765,211.884,27.252,26.755,28.829,28.691,10.372,10.319,10.499,10.541,0.65969163,0.647362597,0.1677314,0.177432033
Zygoptera,204.977,206.566,27.39,26.3,28.744,27.75,9.959,10.287,10.192,10.636,0.643225331,0.631578947,0.162857002,0.162445024
Zygoptera,203.433,191.326,27.04,26.85,28.056,28.162,10.202,9.514,10.319,9.673,0.643907959,0.647876738,0.161657896,0.175130897
Zygoptera,204.82,209.623,27.58,26.755,28.533,28.342,9.885,10.224,9.991,10.668,0.634272997,0.653472741,0.142403659,0.168551038
Zygoptera,227.432,222.714,29.125,27.898,30.734,29.612,10.583,10.541,10.753,10.795,0.653581267,0.621872766,0.167068297,0.172605343
Zygoptera,218.437,223.448,28.342,28.173,29.591,29.104,10.414,10.689,10.499,10.943,0.638054363,0.637090909,0.173067662,0.177202632
Zygoptera,205.0,211.587,27.39,26.861,28.702,28.469,10.054,10.52,10.139,10.689,0.654867257,0.66394052,0.167421841,0.19751037
Zygoptera,207.837,206.418,28.258,26.988,29.549,28.49,10.139,10.16,10.329,10.668,0.654727794,0.650817236,0.191665541,0.182666411
Zygoptera,204.22,207.214,27.75,27.157,29.02,28.321,10.054,10.181,10.16,10.351,0.646973012,0.675635277,0.166185438,0.172380635
Zygoptera,202.402,207.64,26.395,27.178,27.623,28.744,10.033,10.351,10.224,10.372,0.627586207,0.619293078,0.157761901,0.179116899
Zygoptera,204.327,204.275,29.316,27.411,29.951,29.041,9.991,9.97,10.224,10.075,0.657243816,0.677113703,0.199712464,0.175229822
Zygoptera,205.573,210.49,27.601,27.072,28.66,28.639,9.991,10.351,10.181,10.456,0.626292467,0.632668145,0.140217267,0.168503972
Zygoptera,202.323,203.901,28.152,26.988,29.189,28.575,9.906,9.97,10.139,10.097,0.640319072,0.623703704,0.165333256,0.175728572
Zygoptera,198.887,199.396,27.623,26.691,28.998,27.58,9.673,9.821,9.885,10.054,0.657664234,0.624712203,0.161984226,0.144436987
Zygoptera,211.75,211.142,27.855,26.882,28.998,28.766,10.266,10.308,10.372,10.478,0.653284672,0.608535688,0.161118097,0.200000277
Zygoptera,133.318,120.764,27.284,25.993,27.961,26.67,5.969,5.779,6.265,6.011,0.641937926,0.61031746,0.056764634,0.067313124
Zygoptera,157.953,143.282,30.163,28.406,30.776,28.639,6.519,6.287,6.9,6.498,0.651994498,0.608277901,0.056696546,0.050085651
Zygoptera,124.168,139.77,26.649,27.474,26.776,28.194,5.8,6.054,5.927,6.435,0.623715415,0.557807808,0.047323159,0.038290795
