Suborder,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW
Anisoptera,143.995,178.689,28.056,27.115,28.12,27.443,6.276,8.065,6.72,8.89,0.445238991,0.169687621,0.016218845,-0.118567632
Anisoptera,203.922,263.312,32.957,30.988,32.999,31.898,8.022,10.605,8.213,11.028,0.682488775,0.269409423,0.042100674,-0.102896232
Anisoptera,170.531,232.593,30.014,29.062,30.226,30.078,6.922,9.821,7.218,10.583,0.679971989,0.280084448,0.037360091,-0.101089566
Anisoptera,196.608,233.8,29.76,28.744,30.036,29.189,8.361,9.821,8.615,10.964,0.650458069,0.391588107,0.030054409,-0.05219829
Anisoptera,320.79,403.723,40.598,38.354,41.063,39.963,10.287,12.891,11.113,14.351,0.530927835,0.336334746,0.06090555,-0.057521178
Anisoptera,257.453,315.285,34.84,33.316,35.243,34.375,9.398,11.494,10.075,12.933,0.578378378,0.290024631,0.041645512,-0.07293125
Anisoptera,284.966,357.615,36.343,34.756,36.343,35.348,10.351,12.446,10.922,13.568,0.632498544,0.335928144,0.06468309,-0.102742119
Anisoptera,209.915,250.186,32.83,30.903,32.999,31.623,8.382,9.821,8.7,10.816,0.637588198,0.382195449,0.044742476,-0.071598538
Anisoptera,187.771,239.014,31.433,31.083,31.75,31.898,7.366,9.345,7.895,10.689,0.607,0.166887857,0.024911518,-0.099529213
Anisoptera,180.332,217.659,30.438,29.157,30.893,30.332,7.324,8.996,7.969,10.393,0.600548133,0.270411724,0.035353475,-0.055663124
Anisoptera,186.147,243.406,31.21,30.977,31.401,32.163,7.355,9.768,8.065,11.165,0.525446579,0.17538664,0.018251271,-0.075844293
Anisoptera,181.003,233.85,30.829,29.771,31.009,30.798,7.292,9.43,7.885,10.721,0.637883959,0.151546392,0.020141245,-0.10086904
Anisoptera,175.286,234.574,30.459,29.644,30.755,29.919,7.408,9.525,7.895,10.139,0.630763937,0.15493456,0.049314476,-0.128966789
Anisoptera,252.811,316.008,35.708,34.248,35.729,35.264,8.784,11.345,9.292,12.933,0.511848341,0.296518607,0.00570706,-0.114708201
Anisoptera,242.448,299.814,35.497,33.846,35.581,34.756,8.53,10.668,9.059,12.425,0.589530042,0.31546894,0.015978736,-0.10101662
Anisoptera,237.785,306.677,33.761,33.634,34.459,34.184,8.784,11.282,9.186,12.446,0.571867322,0.258204334,0.019583613,-0.136699833
Anisoptera,277.78,343.743,37.804,35.751,38.058,36.576,9.038,11.917,9.589,13.61,0.616240267,0.314814815,0.013640602,-0.114648859
Anisoptera,257.656,324.255,36.259,34.862,36.386,35.793,8.89,11.261,9.25,13.018,0.59220477,0.311058545,0.01890595,-0.111214707
Anisoptera,233.829,296.976,35.878,34.777,36.005,35.899,8.022,10.181,8.551,11.324,0.537330982,0.182193396,0.005372119,-0.108024822
Anisoptera,234.91,289.331,35.391,34.84,35.518,35.285,8.17,9.927,8.636,11.028,0.34147795,0.223755249,-0.012983369,-0.13043323
Anisoptera,240.591,297.747,36.153,35.094,36.195,35.56,8.213,10.012,8.657,11.536,0.548538012,0.310714286,-0.003822918,-0.125774435
Anisoptera,234.455,309.562,35.772,35.221,36.005,36.428,8.043,10.329,8.382,10.816,0.46031746,0.162696107,0.002737759,-0.130451772
Anisoptera,257.662,297.981,37.084,35.116,37.402,35.92,8.975,10.351,9.292,11.388,0.428975665,0.226281674,-0.010584617,-0.116438341
Anisoptera,244.575,303.706,36.597,35.708,36.745,35.835,8.17,10.202,8.615,11.599,0.428571429,0.241582989,0.004348426,-0.139179341
Anisoptera,255.136,314.775,36.936,36.28,36.978,36.999,8.403,10.52,9.017,12.023,0.468231254,0.258009153,-0.008783302,-0.122959899
Anisoptera,225.901,280.277,35.666,34.798,35.729,35.158,8.276,9.631,8.869,10.52,0.568720379,0.258278146,0.019229967,-0.103597594
Anisoptera,230.956,285.84,34.862,34.565,35.116,34.989,8.509,9.864,8.996,10.795,0.575647981,0.309134906,0.055091379,-0.102011715
Anisoptera,310.552,388.039,41.974,39.815,42.122,41.0,9.313,12.023,9.716,13.822,0.588944724,0.229220444,0.024317058,-0.100995828
Anisoptera,356.107,452.459,44.45,42.587,44.852,43.688,9.864,12.933,10.562,14.203,0.527135441,0.296996124,0.018195722,-0.107297611
Anisoptera,355.077,422.969,43.455,41.212,43.794,42.82,10.837,12.552,11.409,14.097,0.507491542,0.276816609,0.021884685,-0.079398684
Anisoptera,339.035,421.234,44.281,41.55,44.344,42.587,9.948,12.234,10.308,12.954,0.616229117,0.283797217,0.036433802,-0.098071338
Anisoptera,327.686,420.636,43.794,41.529,44.09,43.159,9.504,12.531,9.843,14.097,0.523763802,0.282491417,0.023823203,-0.088220707
Anisoptera,284.213,352.487,40.428,38.714,40.619,39.116,8.721,11.134,8.996,11.726,0.290255341,0.205627706,0.00115784,-0.137830985
Anisoptera,264.405,323.449,37.148,37.19,37.465,37.486,9.081,10.605,9.483,11.367,0.439548023,0.311123659,0.033189104,-0.114569024
Anisoptera,270.704,341.226,39.963,38.269,40.111,38.735,8.678,10.689,9.144,11.557,0.485488127,0.310382514,0.010187554,-0.112523197
Anisoptera,262.121,324.648,39.18,38.015,39.391,38.354,8.319,10.181,8.763,10.753,0.499193982,0.162251656,0.020266055,-0.119954307
Anisoptera,139.09,159.559,28.109,26.564,28.723,27.115,6.435,7.239,6.858,8.509,0.612380251,0.398126464,0.04898813,-0.047742202
Anisoptera,199.116,250.591,34.248,32.766,34.481,33.888,7.26,9.102,7.557,10.71,0.448127686,0.337913804,0.025277242,-0.06216946
Anisoptera,204.056,244.751,33.126,31.327,33.528,32.533,8.213,9.758,8.848,11.345,0.597222222,0.313597918,0.037346837,-0.029202902
Anisoptera,320.318,420.759,41.317,40.704,41.825,41.508,9.927,12.869,10.308,13.547,0.627024292,0.351861295,0.035107216,-0.097437086
Anisoptera,359.882,466.358,44.852,43.667,45.254,45.212,10.287,13.314,10.774,14.097,0.565949486,0.312734082,0.031336258,-0.073549327
Anisoptera,367.067,449.085,44.365,43.498,44.831,44.154,10.372,12.552,10.837,14.034,0.510859301,0.279002876,0.005130965,-0.113764439
Anisoptera,322.097,425.852,43.371,42.651,43.625,43.413,9.504,12.002,9.821,13.462,0.524502669,0.327157484,0.033790721,-0.098957064
Anisoptera,343.89,432.039,44.133,42.905,44.365,43.54,10.139,12.192,10.52,12.869,0.630248092,0.272241128,0.021775751,-0.10607553
Anisoptera,369.081,485.853,46.101,45.974,46.186,46.27,9.991,12.848,10.478,14.584,0.59624198,0.239249771,0.020714829,-0.121743594
Anisoptera,310.951,409.436,42.418,42.122,42.482,42.609,9.356,11.875,9.864,12.658,0.558046836,0.277198212,0.027081947,-0.114499461
Anisoptera,184.284,217.075,31.411,29.909,31.708,30.586,7.832,8.7,8.276,9.483,0.504005341,0.190311419,0.043929237,-0.059341218
Anisoptera,172.319,209.832,30.247,28.85,30.268,29.136,6.996,8.763,7.514,9.906,0.509090909,0.221939702,0.006864375,-0.145796088
Anisoptera,148.253,194.372,27.548,27.284,27.686,27.347,6.689,8.562,7.091,9.589,0.571100917,0.259287926,0.026800702,-0.148753642
Anisoptera,227.974,289.873,34.354,33.846,34.396,34.862,8.34,10.224,8.636,10.901,0.541538462,0.289010322,0.016342151,-0.106838813
Anisoptera,228.491,286.045,35.899,34.692,35.899,35.666,8.424,9.779,8.89,11.176,0.489976415,0.254005935,0.031817429,-0.099765929
Anisoptera,210.117,253.786,34.713,33.316,34.777,33.719,7.747,9.483,8.086,9.779,0.416311625,0.18957941,0.010594075,-0.120040874
Anisoptera,221.208,267.405,34.523,33.105,35.073,34.121,7.916,10.054,8.848,11.07,0.605914303,0.21898263,0.020991085,-0.091479306
Anisoptera,223.385,281.723,33.824,32.808,33.994,33.655,8.319,10.668,8.784,11.282,0.587173101,0.138993711,0.019261966,-0.142897469
Anisoptera,215.038,265.433,33.549,32.703,33.676,33.316,8.34,9.779,8.805,11.113,0.605908234,0.355781449,0.017342145,-0.090442089
Anisoptera,189.11,240.76,30.48,29.951,31.348,30.459,7.938,9.631,8.467,10.626,0.569209993,0.159138291,0.0540806,-0.142466977
Anisoptera,270.983,335.771,38.989,37.465,39.603,39.349,8.551,11.091,8.848,11.748,0.682522715,0.300161377,0.037847156,-0.016696412
Anisoptera,281.541,358.467,39.158,37.486,40.005,39.18,9.229,11.494,9.652,13.081,0.590476191,0.330632091,0.050610996,-0.069279541
Anisoptera,275.443,337.31,38.269,36.364,38.333,37.486,9.673,11.388,10.266,12.7,0.536167863,0.40203275,0.022238643,-0.09810299
Anisoptera,280.448,364.43,38.185,38.005,38.375,38.037,9.239,11.843,9.684,12.668,0.600110314,0.310239288,0.023917011,-0.125635204
Anisoptera,273.384,333.353,39.772,38.481,39.772,39.561,8.784,10.329,9.144,11.155,0.621607238,0.332263242,0.02144764,-0.0782307
Anisoptera,252.058,313.382,37.677,36.851,37.677,37.253,8.234,10.456,8.678,11.113,0.449438202,0.288068182,0.002614573,-0.121984271
Anisoptera,297.474,365.141,39.878,38.545,40.259,39.645,9.758,11.705,10.351,12.827,0.611461619,0.312333155,0.028150431,-0.081801761
Anisoptera,314.655,369.33,40.682,39.539,41.275,39.624,9.208,11.324,9.843,11.705,0.57025641,0.325320513,0.019889039,-0.084682638
Anisoptera,315.18,370.771,40.979,38.439,40.979,38.841,9.462,11.599,10.054,12.34,0.62964876,0.286648501,0.024540738,-0.078882547
Anisoptera,328.989,389.744,43.053,41.317,43.095,41.423,9.292,11.367,10.097,12.256,0.598231827,0.304036791,0.0249592,-0.080682559
Anisoptera,294.53,350.597,40.196,38.777,40.725,39.285,8.975,10.859,9.483,11.79,0.598752599,0.356681035,0.033608893,-0.065881545
Anisoptera,280.808,335.437,40.259,38.206,40.386,38.46,8.551,10.732,9.102,11.218,0.455974843,0.302696753,0.043058524,-0.07629316
Anisoptera,256.863,305.457,38.015,36.153,38.121,36.491,8.213,10.287,8.869,10.943,0.614103276,0.25812065,0.020577147,-0.104172365
Anisoptera,248.519,298.788,36.999,35.518,37.084,35.729,8.065,10.224,8.721,10.774,0.626141553,0.345379147,0.017422028,-0.100968023
Anisoptera,269.722,332.4,39.031,36.724,39.137,36.894,8.467,10.859,8.911,11.494,0.604651163,0.251290878,0.023091698,-0.107344649
Anisoptera,239.69,285.045,37.719,35.37,37.825,35.772,7.641,9.758,8.192,10.351,0.603245663,0.312426036,0.02445032,-0.088866144
Anisoptera,243.84,288.124,37.296,34.989,37.402,35.073,7.811,9.97,8.403,10.689,0.636672326,0.277006639,0.024761505,-0.107538313
Anisoptera,252.307,296.851,37.169,34.904,37.317,35.285,8.17,10.224,8.805,10.647,0.612592172,0.290941812,0.02407282,-0.098380259
Anisoptera,264.263,313.725,38.185,36.788,38.439,37.063,8.255,10.308,8.89,10.943,0.593612335,0.319817247,0.020039751,-0.09407733
Anisoptera,279.966,332.46,39.561,36.936,40.111,37.465,8.488,10.753,9.165,12.065,0.618997362,0.281355932,0.034749432,-0.113350924
Anisoptera,288.695,330.45,39.624,36.936,39.666,37.931,8.911,10.562,9.419,11.388,0.464781217,0.297991071,0.020779899,-0.062663085
Anisoptera,318.965,357.251,42.228,39.243,42.439,40.344,9.186,10.88,9.821,11.621,0.575561097,0.304826863,0.023556069,-0.053600134
Anisoptera,270.719,311.719,38.164,35.772,38.502,36.28,8.53,10.372,9.186,11.134,0.609675646,0.243290548,0.030667999,-0.062229607
Anisoptera,222.833,259.435,34.946,32.533,35.158,32.914,8.128,9.673,8.446,10.012,0.446718844,0.335048232,0.026298517,-0.090861667
Anisoptera,269.492,302.982,37.634,35.179,37.931,36.005,8.869,10.245,9.356,10.816,0.397879464,0.251028807,0.032668319,-0.09575626
Anisoptera,401.554,453.69,47.117,44.175,47.265,44.704,10.351,12.615,11.282,13.06,0.438871473,0.321496212,0.021513517,-0.077872056
Anisoptera,359.2,413.993,45.276,42.672,46.08,43.349,9.631,11.578,10.266,12.298,0.606338999,0.351074219,0.036208513,-0.07876608
Anisoptera,391.866,439.508,46.715,43.984,47.371,44.852,10.181,12.002,10.816,12.742,0.614834674,0.29589429,0.023590818,-0.066021484
Anisoptera,388.23,428.861,46.8,44.006,47.054,44.704,9.948,11.875,10.626,12.848,0.61268556,0.354166667,0.014914229,-0.054458935
Anisoptera,370.33,422.215,45.487,42.926,45.805,44.027,9.673,11.663,10.372,12.34,0.564232902,0.312980769,0.009140792,-0.064181312
Anisoptera,355.023,404.659,45.403,42.46,46.27,43.752,9.504,11.303,9.885,11.853,0.600640439,0.331881955,0.03779305,-0.061404725
Anisoptera,316.19,353.736,42.376,39.518,42.799,39.836,9.123,10.689,9.779,11.155,0.573689416,0.282678002,0.020292554,-0.096719741
Anisoptera,344.117,405.413,44.556,41.656,45.149,42.841,9.44,11.663,10.118,12.234,0.438349742,0.306324111,0.038167399,-0.08730784
Anisoptera,338.684,380.628,43.561,40.577,43.942,41.444,9.398,11.24,10.097,11.896,0.562138728,0.368232891,0.02607318,-0.08066864
Anisoptera,344.743,391.276,44.408,41.254,44.937,42.122,9.504,11.324,10.16,12.002,0.587376354,0.283417085,0.032646295,-0.088388906
Anisoptera,309.804,342.989,41.466,39.18,41.614,39.984,9.102,10.562,9.821,11.218,0.599186165,0.346214929,0.010443968,-0.087253508
Anisoptera,368.52,420.927,46.165,43.371,46.228,44.154,9.631,12.256,10.308,12.764,0.616300366,0.243048897,0.016731633,-0.105815184
Anisoptera,351.717,396.599,44.561,41.386,44.821,42.053,9.641,11.785,10.112,12.478,0.449114522,0.257833145,-0.000459143,-0.114982891
Anisoptera,212.325,259.673,33.867,32.766,35.052,33.232,7.832,9.567,8.276,10.054,0.645531401,0.3,0.062312133,-0.076119394
Anisoptera,244.07,285.038,35.772,33.973,36.195,34.481,8.509,10.541,9.186,11.134,0.612865497,0.337016575,0.027088983,-0.090162435
Anisoptera,221.474,268.884,35.158,33.719,35.751,34.311,8.001,9.652,8.615,10.16,0.587921847,0.32942628,0.045074302,-0.077305306
Anisoptera,223.893,265.823,35.158,33.126,35.645,33.951,7.938,9.652,8.848,10.456,0.583135392,0.302992519,0.029961973,-0.085480309
Anisoptera,196.134,247.866,33.909,32.11,34.205,32.893,7.218,9.716,7.811,10.245,0.600866337,0.264478765,0.042132271,-0.094511692
Anisoptera,209.506,255.029,34.184,32.576,34.269,33.232,7.472,9.504,8.001,10.181,0.620135886,0.273248408,0.026052222,-0.08860503
Anisoptera,213.295,250.72,34.248,31.687,34.692,32.512,7.514,9.758,8.213,10.393,0.604636974,0.270833333,0.027831812,-0.084244628
Anisoptera,198.84,226.78,33.211,30.29,33.316,31.094,7.641,9.123,8.361,9.716,0.614993647,0.337644656,0.049795312,-0.052156789
Anisoptera,155.64,200.131,28.639,28.342,29.422,28.702,6.689,8.594,7.091,9.144,0.630215827,0.258849558,0.045320755,-0.09970034
Anisoptera,179.344,208.999,30.903,28.808,31.157,29.104,7.303,8.784,7.789,9.208,0.699728261,0.287272727,0.022993222,-0.104583403
Anisoptera,185.37,225.716,31.665,29.76,31.983,30.459,7.218,9.462,7.832,9.885,0.657842488,0.229325921,0.028424335,-0.097759263
Anisoptera,182.609,222.195,31.517,29.655,31.708,30.057,7.811,9.377,8.319,9.716,0.644192256,0.173943662,0.03292836,-0.121147885
Anisoptera,152.076,184.008,28.85,27.517,29.147,27.94,6.392,8.234,6.943,8.551,0.639796659,0.214393939,0.037314084,-0.090578444
Anisoptera,160.369,200.244,29.21,28.258,29.972,28.639,6.668,8.657,7.176,9.165,0.65960452,0.198817443,0.045489758,-0.109627348
Anisoptera,167.331,188.045,29.93,26.945,30.247,27.474,6.922,8.657,7.535,9.017,0.652904129,0.276579353,0.051759725,-0.052122305
Anisoptera,236.565,287.283,36.026,34.29,36.153,35.687,8.551,10.139,9.038,10.647,0.62470726,0.336892052,0.06785182,-0.042477257
Anisoptera,206.65,244.975,33.634,31.517,33.846,32.089,7.472,9.377,8.192,10.499,0.573483427,0.312664908,0.020952847,-0.086870134
Anisoptera,172.975,208.697,30.776,29.168,31.03,29.972,6.943,8.509,7.514,9.038,0.627557981,0.301553672,0.035905274,-0.076345089
Anisoptera,180.856,211.913,31.39,29.528,31.56,29.824,7.027,8.7,7.832,9.229,0.616364856,0.310149042,0.028508612,-0.08995921
Anisoptera,184.245,211.983,31.411,29.676,31.665,30.099,7.154,8.742,7.768,9.081,0.609625668,0.230661041,0.035435158,-0.09351808
Anisoptera,162.841,201.907,30.649,28.893,30.861,29.168,6.583,8.509,7.133,9.059,0.626200274,0.324383164,0.053803353,-0.099487625
Anisoptera,189.422,226.153,32.978,31.03,33.211,31.877,7.006,9.017,7.853,9.631,0.61376673,0.352589641,0.029388733,-0.071484701
Anisoptera,195.682,240.03,34.1,32.025,34.417,32.808,7.133,9.398,7.789,9.716,0.618081181,0.305806452,0.043778503,-0.074119434
Anisoptera,173.719,221.9,32.11,30.395,32.83,30.776,6.795,8.932,7.493,9.546,0.491940683,0.275103164,0.066352563,-0.068779406
Anisoptera,198.53,236.013,32.3,31.602,32.914,32.068,7.789,9.292,8.297,9.652,0.562057878,0.307590759,0.05064028,-0.034804926
Anisoptera,157.301,177.9,29.252,27.58,29.506,28.596,6.816,7.832,7.006,8.276,0.742467719,0.340488527,0.046121556,-0.017583683
Anisoptera,140.909,175.335,27.39,26.268,27.834,26.966,6.244,7.959,6.795,8.424,0.629657795,0.293563579,0.031734767,-0.080429663
Anisoptera,149.841,181.077,28.829,26.966,29.358,27.369,6.456,8.043,6.964,8.488,0.623648162,0.261407579,0.056967568,-0.079881617
Anisoptera,140.415,172.183,27.877,26.67,28.152,27.623,6.329,7.916,6.646,8.149,0.612030075,0.309578544,0.047505051,-0.041100558
Anisoptera,150.602,182.753,29.02,27.601,29.358,28.575,6.392,7.916,6.816,8.192,0.613554434,0.278518519,0.048608373,-0.051375465
Anisoptera,153.196,189.386,29.125,27.792,29.887,28.639,6.731,8.086,7.26,8.551,0.656515581,0.279379157,0.088304131,-0.033708767
Anisoptera,154.821,186.047,29.147,27.369,29.443,27.982,6.646,8.086,7.112,8.446,0.608195543,0.291225416,0.044908251,-0.075906066
Anisoptera,153.357,185.63,28.977,27.623,29.358,28.342,6.519,8.319,7.006,8.7,0.633020908,0.273338312,0.055633825,-0.065963889
Anisoptera,154.699,184.083,28.871,27.474,29.062,28.258,6.689,7.98,7.133,8.34,0.616168973,0.277902622,0.060799741,-0.050418263
Anisoptera,173.27,209.6,30.649,29.485,30.798,30.332,6.9,8.636,7.366,8.996,0.606872852,0.305652477,0.035215644,-0.053494332
Anisoptera,266.248,313.049,38.82,36.936,39.285,37.423,8.53,10.329,9.229,10.964,0.591056035,0.327488688,0.042494654,-0.078207148
Anisoptera,193.02,225.996,32.279,31.242,32.766,31.75,7.26,8.932,8.022,9.567,0.59496124,0.337333333,0.027644698,-0.070703148
Anisoptera,238.552,283.903,36.237,34.269,36.576,34.819,8.17,9.8,8.89,10.541,0.597800926,0.340425532,0.047653172,-0.069024719
Anisoptera,259.979,309.725,38.735,36.555,39.074,37.444,8.446,10.245,8.911,10.837,0.633261105,0.30130017,0.044212728,-0.052787168
Anisoptera,206.043,242.819,34.163,32.004,34.502,32.47,7.451,9.292,8.065,9.843,0.431901841,0.289439374,0.04319434,-0.093349111
Anisoptera,210.801,257.683,33.93,33.549,34.608,33.93,7.578,9.504,8.255,10.075,0.615902141,0.358078603,0.024442737,-0.090777747
Anisoptera,217.054,247.204,34.798,33.041,34.946,33.613,7.641,9.356,8.382,9.948,0.568746214,0.289672544,0.006590764,-0.06701461
Anisoptera,221.854,250.992,34.713,31.602,34.819,32.681,7.959,9.589,8.573,9.97,0.440729483,0.299870466,0.011419647,-0.104336423
Anisoptera,218.154,247.828,34.057,32.406,34.502,32.703,7.895,9.504,8.424,9.927,0.646625767,0.266019418,0.02744756,-0.069827622
Anisoptera,225.177,275.811,34.248,33.422,34.523,33.719,8.128,10.329,8.7,10.837,0.591048437,0.359070935,0.036387952,-0.08072466
Anisoptera,223.578,283.777,35.433,33.803,35.729,33.888,8.192,10.202,8.657,10.88,0.622630332,0.272954404,0.079118443,-0.092868283
Anisoptera,215.422,255.9,33.211,32.385,33.592,32.427,8.065,9.694,8.509,10.224,0.643982357,0.294386423,0.038302496,-0.076997148
Anisoptera,207.082,243.2,34.354,32.597,34.756,33.168,7.535,9.102,7.789,9.546,0.628501827,0.340778558,0.059877224,-0.017567453
Anisoptera,220.111,264.645,34.84,33.062,35.137,33.634,7.895,9.843,8.424,10.456,0.61686747,0.306482064,0.051542662,-0.062142323
Anisoptera,224.296,264.329,34.121,33.232,34.396,33.634,8.403,9.631,9.165,10.351,0.504615385,0.290119572,0.05751025,-0.064942323
Anisoptera,184.723,223.918,31.835,30.522,32.279,31.073,7.07,8.89,7.789,9.356,0.603934426,0.296321526,0.041519763,-0.090004257
Anisoptera,196.482,233.144,33.274,30.84,33.359,31.136,7.472,9.44,8.149,9.716,0.477791878,0.25492862,0.020625377,-0.100512157
Anisoptera,170.126,208.694,29.697,29.104,30.501,29.316,6.795,8.763,7.387,9.313,0.581540597,0.255595668,0.039744181,-0.093678318
Anisoptera,169.192,201.984,29.274,28.998,29.866,29.676,7.303,8.297,7.916,8.827,0.60453579,0.246077033,0.048003637,-0.063466234
Anisoptera,195.593,233.356,32.152,30.395,32.258,30.649,7.366,9.44,8.043,10.181,0.609580053,0.272099448,0.023196162,-0.109229063
Anisoptera,185.793,224.834,32.004,29.951,32.237,30.205,7.218,9.123,7.662,9.589,0.656598818,0.240364401,0.032690189,-0.133887814
Anisoptera,186.385,224.668,31.771,30.036,31.941,30.544,7.133,9.144,7.557,9.589,0.656726309,0.334719335,0.03402778,-0.084057718
Anisoptera,216.425,265.99,35.729,33.232,35.835,33.507,7.832,9.991,8.297,10.393,0.619019492,0.321541377,0.072949676,-0.065739779
Anisoptera,188.34,218.399,33.147,30.649,33.295,31.115,7.091,8.805,7.726,9.25,0.610298792,0.336054422,0.04936557,-0.074425214
Anisoptera,176.779,203.55,30.925,29.189,31.009,29.782,6.964,8.678,7.599,8.911,0.624573379,0.301350391,0.022122969,-0.095691225
Anisoptera,166.848,204.338,31.771,29.57,32.046,30.205,6.562,8.509,7.049,8.848,0.582562748,0.262088297,0.045991324,-0.072924714
Anisoptera,176.167,208.603,30.882,28.914,31.03,29.739,6.985,8.742,7.514,9.271,0.417462483,0.242704626,0.023000663,-0.087821818
Anisoptera,179.699,222.222,31.771,30.522,31.983,31.009,6.943,9.017,7.472,9.313,0.652547982,0.262798635,0.034409342,-0.093449859
Anisoptera,181.511,220.588,30.903,29.803,31.856,30.141,7.112,9.186,7.641,9.567,0.582724253,0.271067416,0.026214837,-0.113152954
Anisoptera,195.326,243.398,31.792,31.052,32.046,32.364,7.62,9.567,8.319,10.456,0.591149273,0.321778941,0.034211438,-0.062573881
Anisoptera,183.412,220.651,31.814,29.993,32.131,30.544,7.112,8.996,7.747,9.546,0.576416337,0.227304227,0.032005347,-0.093692339
Anisoptera,202.01,244.785,34.036,32.068,34.862,32.364,7.387,9.525,8.065,10.245,0.591985428,0.282537606,0.058572565,-0.087170495
Anisoptera,194.017,225.773,32.152,29.782,32.427,30.163,7.26,9.229,7.853,9.8,0.436684073,0.26245614,0.02485138,-0.100836721
Anisoptera,317.002,365.333,41.974,39.942,42.185,41.0,9.271,11.218,9.906,11.726,0.60812845,0.343830666,0.00875023,-0.052053705
Anisoptera,295.449,354.068,41.233,39.539,41.36,39.751,8.678,11.176,9.504,12.023,0.457011259,0.342385517,0.004225995,-0.09120644
Anisoptera,297.65,358.336,41.169,39.476,41.698,39.688,8.954,11.324,9.631,12.002,0.615736041,0.3424,0.033055115,-0.095760593
Anisoptera,255.918,302.303,38.312,36.491,38.439,37.507,7.98,9.843,8.573,10.435,0.590859031,0.286681716,0.005537158,-0.067680556
Anisoptera,244.956,284.889,37.063,35.221,37.148,35.687,7.98,9.673,8.678,10.308,0.402279202,0.279359431,0.010711194,-0.087718929
Anisoptera,245.876,305.664,36.322,35.454,36.64,36.407,8.276,10.329,8.996,11.091,0.59214327,0.266860465,0.033486622,-0.081609532
Anisoptera,259.958,303.855,37.698,36.11,37.719,36.449,8.403,10.266,9.017,10.753,0.387205387,0.265389083,-0.001166042,-0.104120365
Anisoptera,254.774,319.677,39.412,37.804,39.582,38.269,8.065,10.372,8.763,11.134,0.437967914,0.332411504,0.044229062,-0.085946649
Anisoptera,262.436,326.511,38.587,36.957,39.285,37.761,8.276,10.943,8.869,11.621,0.624461207,0.312780269,0.042113947,-0.068647183
Anisoptera,248.982,297.231,36.618,34.777,36.894,35.751,8.255,10.52,8.89,11.07,0.600114745,0.310242747,0.023760229,-0.07321072
Anisoptera,271.785,330.412,38.82,37.021,39.391,37.338,8.509,11.155,9.144,11.748,0.605588393,0.360544218,0.040688087,-0.054828752
Anisoptera,256.857,323.91,35.835,35.285,36.153,35.708,8.721,11.388,9.504,12.002,0.43676815,0.310610551,0.022582056,-0.110384612
Anisoptera,258.94,312.572,35.941,34.946,37.19,35.581,8.742,11.113,9.292,11.578,0.612976665,0.271267103,0.061405706,-0.059298175
Anisoptera,263.117,327.9,37.719,36.301,37.867,36.597,8.657,11.028,9.483,12.065,0.600335383,0.29496819,0.044291416,-0.088420378
Anisoptera,270.419,345.983,38.926,37.804,39.095,38.079,8.34,11.303,9.017,12.086,0.603140227,0.289049472,0.017853967,-0.100151355
Anisoptera,266.974,341.675,37.317,36.957,37.359,37.677,8.954,11.388,9.398,12.298,0.534844193,0.3,0.038503468,-0.082588261
Anisoptera,281.612,344.731,38.291,36.724,38.523,37.825,8.911,11.494,9.673,12.425,0.587362637,0.347509793,0.020450783,-0.069285603
Anisoptera,238.736,292.842,35.729,34.205,35.814,34.396,8.213,11.091,8.932,11.578,0.457446809,0.278769231,0.028472319,-0.103344177
Anisoptera,277.671,350.063,38.926,36.872,39.053,37.444,8.742,11.642,9.102,12.319,0.641192412,0.314867157,0.023643915,-0.114037216
Anisoptera,249.435,302.421,36.301,34.671,36.364,35.179,8.234,10.668,8.975,11.388,0.614086147,0.293020457,0.020459904,-0.089222423
Anisoptera,257.127,313.394,36.999,34.862,37.253,35.433,8.488,11.113,9.144,11.875,0.597159091,0.252688172,0.032715694,-0.079379168
Anisoptera,237.099,282.493,35.624,33.719,35.814,34.396,7.959,10.266,8.636,10.859,0.619976359,0.306461539,0.025727364,-0.075314624
Anisoptera,257.193,312.443,36.915,35.052,37.232,35.708,8.319,10.922,8.996,11.684,0.613416714,0.248962656,0.019482077,-0.105143365
Anisoptera,252.521,309.396,36.851,35.264,36.999,35.899,8.424,10.774,9.102,11.494,0.602402746,0.260613208,0.047888025,-0.078113511
Anisoptera,222.462,287.994,33.824,34.311,34.692,34.586,7.811,10.541,8.446,11.388,0.418547895,0.277845777,0.03753748,-0.089358627
Anisoptera,239.948,299.75,35.772,34.586,35.899,35.094,8.297,10.689,8.932,11.134,0.429834906,0.270205066,0.036095447,-0.100425148
Anisoptera,217.898,278.092,34.819,33.655,35.137,33.93,7.874,10.329,8.636,10.859,0.6,0.260761073,0.069477598,-0.087031181
Anisoptera,213.302,254.172,34.84,32.766,35.052,33.168,7.684,9.567,8.255,10.054,0.583333333,0.303765156,0.053039685,-0.046462656
Anisoptera,237.858,293.658,36.809,34.078,36.915,34.692,8.107,10.414,8.721,11.176,0.593463303,0.294081757,0.05251797,-0.0828125
Anisoptera,223.88,271.047,35.624,33.592,36.301,33.824,7.747,9.885,8.34,10.605,0.602915452,0.321652065,0.048641554,-0.085048781
