coll_uniq_id,Collection Unique ID,Project Unique ID,Suborder,Family,Genus,Species,Species name,Sex,Wing Side,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW,Apex ratio FW,Apex ratio HW,Tip angle FW (°),Tip angle HW (°),Scale calib factor (px/mm),Country,State,County,North America,Mexico,South America,Central America,Upload Date,Bisque Unique ID,WRK-WS ID,Collection,Scan Device,User,Notes,Filename,Bisque Image Link
41694,41694,UA-001099,Anisoptera,Gomphidae,Phyllocycla,breviphylla,Phyllocycla breviphylla,F,right,214.277,253.607,33.782,33.062,34.121,33.549,7.832,9.059,8.213,9.546,0.609801489,0.410094637,0.045342835,-0.040159887,0.520618557,0.545454546,125.2980463,118.8383767,47.244,United States,Texas,Hidalgo,TRUE,TRUE,FALSE,TRUE,2/2/2018 20:21:42,00-qwQPadMoKFCL4oGzB79JeJ,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001099.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-qwQPadMoKFCL4oGzB79JeJ
39908,39908,UA-001100,Anisoptera,Gomphidae,Phyllocycla,breviphylla,Phyllocycla breviphylla,F,right,200.742,231.932,33.867,31.835,34.248,31.877,7.43,8.721,7.916,9.356,0.632880099,0.355245684,0.065546095,-0.053965478,0.604278075,0.615384615,131.1438148,120.5167456,47.244,United States,Texas,Hidalgo,TRUE,TRUE,FALSE,TRUE,2/2/2018 20:21:17,00-UGQjuXKo2QDF7MUpNGDWa6,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001100.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-UGQjuXKo2QDF7MUpNGDWa6
23960,23960,UA-001097,Anisoptera,Gomphidae,Phyllocycla,breviphylla,Phyllocycla breviphylla,M,right,199.081,241.317,33.189,32.766,33.359,33.168,7.176,8.678,7.62,9.208,0.584390863,0.310146777,0.031852944,-0.072833327,0.55,0.595402299,123.9929678,118.9157968,47.244,United States,Texas,Hidalgo,TRUE,TRUE,FALSE,TRUE,2/2/2018 20:21:35,00-wNWJo6bwFdjQQPdt2c5UDY,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001097.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-wNWJo6bwFdjQQPdt2c5UDY
20447,20447,UA-001098,Anisoptera,Gomphidae,Phyllocycla,breviphylla,Phyllocycla breviphylla,M,right,198.718,227.481,33.507,31.284,33.761,31.644,7.133,8.573,7.578,8.954,0.570532915,0.31638796,0.042049577,-0.072525051,0.505586592,0.626477541,126.4610756,123.2832629,47.244,United States,Texas,Hidalgo,TRUE,TRUE,FALSE,TRUE,2/2/2018 20:21:04,00-MLQSBtaJqJwEq9JVao5SrW,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001098.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-MLQSBtaJqJwEq9JVao5SrW
MLM-000268,MLM-000268,MLM-000268,Anisoptera,Gomphidae,Phyllocycla,breviphylla,Phyllocycla breviphylla,M,right,209.707,233.866,35.137,32.597,35.602,33.74,7.366,8.234,8.001,9.716,0.637336504,0.573400251,0.046976826,-0.034657777,0.571428571,0.540305011,128.812139,118.1659907,47.244,Mexico,Veracruz,,TRUE,TRUE,FALSE,TRUE,3/27/2017 17:08:36,00-8xQPYwyGANdqY77jnBE2QU,None,MLM,None,None,,MLM-000268.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-8xQPYwyGANdqY77jnBE2QU
MLM-000266,MLM-000266,MLM-000266,Anisoptera,Gomphidae,Phyllocycla,breviphylla,Phyllocycla breviphylla,M,right,227.676,259.023,36.005,33.697,36.195,34.417,7.684,9.038,8.192,9.567,0.624561404,0.385608856,0.038125659,-0.051888076,0.57622739,0.603982301,126.3855786,122.6723502,47.244,Mexico,Veracruz,,TRUE,TRUE,FALSE,TRUE,3/27/2017 17:05:28,00-qoDWvLERvZoQ2Bqm2yVUTn,None,MLM,None,None,,MLM-000266.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-qoDWvLERvZoQ2Bqm2yVUTn
MLM-000261,MLM-000261,MLM-000261,Anisoptera,Gomphidae,Phyllocycla,breviphylla,Phyllocycla breviphylla,M,right,226.888,270.404,36.322,34.565,36.576,35.518,7.578,9.102,7.895,10.986,0.402199074,0.351013111,0.037603449,-0.055371076,0.512064343,0.524084778,125.1986578,112.9943573,47.244,Mexico,,Veracruz,TRUE,TRUE,FALSE,TRUE,3/27/2017 17:01:33,00-AyPqD4pigmYw3fLcVsEyQk,None,MLM,None,None,,MLM-000261.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-AyPqD4pigmYw3fLcVsEyQk
RUN-000145,RUN-000145,RUN-000145,Anisoptera,Gomphidae,Phyllocycla,breviphylla,Phyllocycla breviphylla,M,right,236.954,266.77,36.449,34.121,36.513,34.756,8.022,9.123,8.276,9.821,0.80115942,0.359926918,0.039831816,-0.053385977,0.567774936,0.584051724,125.2441102,119.5381276,47.244,Mexico,Veracruz,,TRUE,TRUE,FALSE,TRUE,3/9/2017 18:51:33,00-xV7a3mpAK2XujSKidbkwPi,None,MLM,None,None,From May coll. but with RUN label.,RUN-000145.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-xV7a3mpAK2XujSKidbkwPi
RUN-000142,RUN-000142,RUN-000142,Anisoptera,Gomphidae,Phyllocycla,breviphylla,Phyllocycla breviphylla,M,switch,226.195,270.425,36.407,33.973,36.597,35.094,7.387,9.271,7.895,10.753,0.462116831,0.500603136,0.037963698,-0.032885154,0.514745308,0.55511811,126.2390065,127.9944055,47.244,Mexico,Veracruz,,TRUE,TRUE,FALSE,TRUE,3/9/2017 18:50:48,00-GStrH4AH2sN6xrhLVgYhni,None,MLM,None,None,From May coll. but with RUN label.,RUN-000142.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-GStrH4AH2sN6xrhLVgYhni
RUN-000141,RUN-000141,RUN-000141,Anisoptera,Gomphidae,Phyllocycla,breviphylla,Phyllocycla breviphylla,M,right,215.14,245.556,35.094,32.703,35.56,33.782,7.874,8.954,8.467,10.393,0.677380952,0.323934837,0.057055993,-0.045075888,0.565,0.574338086,120.2716658,116.2621035,47.244,Mexico,Veracruz,,TRUE,TRUE,FALSE,TRUE,3/9/2017 18:50:27,00-oohW3N7SErH2QFrBxntTZX,None,MLM,None,None,From May coll. but with RUN label.,RUN-000141.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-oohW3N7SErH2QFrBxntTZX
MLM-000263,MLM-000263,MLM-000263,Anisoptera,Gomphidae,Phyllocycla,volsella,Phyllocycla volsella,F,right,157.516,190.59,29.21,27.707,30.819,28.342,6.646,8.213,6.943,9.186,0.629807692,0.342793129,0.056317849,-0.049402342,0.387195122,0.564516129,30.56604081,121.5250002,47.244,Panama,Panama,Canal Zone,FALSE,TRUE,TRUE,TRUE,3/27/2017 17:02:18,00-HkwC2LCjDZhtJhNwaZRTYJ,None,MLM,None,None,,MLM-000263.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-HkwC2LCjDZhtJhNwaZRTYJ
RUN-000147,RUN-000147,RUN-000147,Anisoptera,Gomphidae,Phyllocycla,volsella,Phyllocycla volsella,F,right,161.143,180.589,29.528,27.051,30.163,28.3,7.324,7.874,7.726,8.848,0.639298246,0.351533284,0.068434555,0.000863144,0.687671233,0.516746412,97.53396138,123.2581966,47.244,Panama,Panama,Canal Zone,FALSE,TRUE,TRUE,TRUE,3/9/2017 18:51:54,00-uXXXoDvoEK6CD765cKnH2M,None,MLM,None,None,From May coll. but with RUN label.,RUN-000147.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-uXXXoDvoEK6CD765cKnH2M
MLM-000267,MLM-000267,MLM-000267,Anisoptera,Gomphidae,Phyllocycla,volsella,Phyllocycla volsella,M,right,142.819,175.014,28.004,26.056,28.427,27.284,6.287,7.895,6.731,9.44,0.739389427,0.384018619,0.068198315,-0.017201816,0.512578616,0.565022422,139.2330153,128.6000332,47.244,Panama,Panama,Canal Zone,FALSE,TRUE,TRUE,TRUE,3/27/2017 17:04:35,00-3szw5mtr7JaYeF2QPBtcFL,None,MLM,None,None,,MLM-000267.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-3szw5mtr7JaYeF2QPBtcFL
RUN-000146,RUN-000146,RUN-000146,Anisoptera,Gomphidae,Phyllocycla,volsella,Phyllocycla volsella,M,right,148.77,170.801,28.215,25.972,28.829,27.03,6.392,7.599,6.731,9.081,0.643906021,0.393891934,0.070251981,-0.028777618,0.512578616,0.510489511,129.9932146,122.1904002,47.244,Panama,Panama,Canal Zone,FALSE,TRUE,TRUE,TRUE,3/9/2017 18:51:39,00-GVWJRL5K86w3fCjhH2PScQ,None,MLM,None,None,From May coll. but with RUN label.,RUN-000146.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-GVWJRL5K86w3fCjhH2PScQ
49330,49330,UA-001093,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,F,right,273.781,318.63,40.407,37.529,40.64,38.037,8.403,10.605,8.827,11.091,0.6375,0.304396216,0.035083728,-0.076183157,0.54676259,0.641221374,125.1085546,115.0103673,47.244,United States,Texas,Blanco,TRUE,TRUE,FALSE,TRUE,2/8/2018 19:40:14,00-KdgQwTc9q8TdnGeY5KYHMT,None,UA,None,None,,UA-001093.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-KdgQwTc9q8TdnGeY5KYHMT
37942,37942,UA-001389,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,F,right,290.11,350.389,41.339,38.608,41.508,39.264,8.742,10.859,9.483,11.769,0.598164202,0.337466307,0.042698307,-0.072765816,0.622767857,0.629496403,126.4644578,116.1954281,47.244,United States,Texas,Travis,TRUE,TRUE,FALSE,TRUE,2/6/2018 20:05:24,00-2xd69YSMgjsKNW2z5shY9A,None,UA,None,None,,UA-001389.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-2xd69YSMgjsKNW2z5shY9A
41886,41886,UA-001258,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,F,right,286.574,329.069,40.64,37.931,40.788,38.523,8.488,10.181,9.081,10.71,0.597301505,0.287912088,0.017939251,-0.083413707,0.547785548,0.571146245,121.0889364,115.2728648,47.244,United States,Texas,Gonzales,TRUE,TRUE,FALSE,TRUE,2/6/2018 20:05:13,00-sHadvG8bGcfJjkAc6pzQPC,None,UA,None,None,,UA-001258.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-sHadvG8bGcfJjkAc6pzQPC
48315,48315,UA-001251,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,F,right,279.242,325.971,39.836,37.486,39.963,38.248,8.594,10.435,9.313,10.88,0.638771186,0.274488102,0.036086269,-0.065103328,0.556818182,0.612840467,121.9967221,120.5823777,47.244,United States,Texas,Kerr,TRUE,TRUE,FALSE,TRUE,2/6/2018 20:04:27,00-6q2Q2DtD8Cng7BiQtu57FU,None,UA,None,None,,UA-001251.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-6q2Q2DtD8Cng7BiQtu57FU
19253,19253,UA-001256,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,F,right,293.546,356.818,41.55,39.074,41.656,39.709,8.721,11.176,9.229,11.536,0.605691057,0.300639659,0.033875529,-0.076907771,0.518348624,0.642201835,121.9371467,117.6132343,47.244,United States,Texas,Kimble,TRUE,TRUE,FALSE,TRUE,2/6/2018 20:04:25,00-dpVHXEVhR7vE8eyaMCRg5e,None,UA,None,None,,UA-001256.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-dpVHXEVhR7vE8eyaMCRg5e
28405,28405,UA-000234,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,M,right,253.749,310.502,39.095,36.83,39.18,37.423,7.832,10.414,8.446,10.88,0.598595354,0.263574661,0.026615987,-0.106617353,0.513784461,0.643968872,122.5732919,115.2750445,47.244,United States,Texas,Caldwell,TRUE,TRUE,FALSE,TRUE,2/9/2018 17:27:33,00-NKjhjET4WaW8MP4tmJYHhe,None,UA,None,None,,UA-000234 1.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-NKjhjET4WaW8MP4tmJYHhe
22946,22946,UA-000233,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,M,right,277.243,335.193,39.434,36.153,39.709,37.423,8.636,11.07,9.292,11.494,0.609808102,0.269230769,0.039811565,-0.118992909,0.608200456,0.644567219,126.4490458,109.2058805,47.244,United States,Texas,Kerr,TRUE,TRUE,FALSE,TRUE,2/9/2018 17:27:32,00-3YmKJDkPRew4PdAfeo8y4Q,None,UA,None,None,,UA-000233 1.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-3YmKJDkPRew4PdAfeo8y4Q
29859,29859,UA-000232,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,M,right,257.943,314.076,38.121,36.132,38.248,36.428,8.022,10.52,8.805,11.134,0.428887659,0.236490413,0.031063532,-0.110558935,0.574519231,0.644486692,124.681708,118.907173,47.244,United States,Texas,Kerr,TRUE,TRUE,FALSE,TRUE,2/9/2018 17:27:12,00-JBjrKvjnB82VJ5yfvMLuHk,None,UA,None,None,,UA-000232 1.tiff,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-JBjrKvjnB82VJ5yfvMLuHk
27048,27048,UA-001250,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,M,right,247.234,313.019,37.444,37.253,37.867,37.465,7.747,10.245,8.551,11.007,0.405813304,0.213559322,0.017547105,-0.101471308,0.581683168,0.628846154,124.180625,116.3489581,47.244,United States,Texas,Dimmit,TRUE,TRUE,FALSE,TRUE,2/5/2018 20:46:12,00-gH8nRzKWqamb7jp4dXU4TQ,None,UA,RUN_epson_v500_1,Rutgers Student,,ua001250.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-gH8nRzKWqamb7jp4dXU4TQ
20750,20750,UA-001249,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,M,right,250.353,307.475,37.825,36.618,37.973,36.767,8.149,10.224,8.721,10.795,0.620401338,0.259067358,0.031717025,-0.088595288,0.572815534,0.605882353,124.2824049,116.8616555,47.244,United States,Texas,Bexar,TRUE,TRUE,FALSE,TRUE,2/5/2018 20:46:11,00-ooNtev46aJ3grdDxBTRyXY,None,UA,RUN_epson_v500_1,Rutgers Student,,UA001249.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-ooNtev46aJ3grdDxBTRyXY
22925,22925,UA-001248,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,M,right,223.358,284.583,35.454,35.37,35.539,35.687,7.43,9.885,7.768,10.372,0.431209053,0.267497034,0.008727701,-0.095146107,0.555858311,0.640816327,129.2673716,116.3336605,47.244,United States,Texas,Gonzales,TRUE,TRUE,FALSE,TRUE,2/5/2018 20:46:08,00-YXzi4x7YiC9NNdApvWYAza,None,UA,RUN_epson_v500_1,Rutgers Student,,UA001248.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-YXzi4x7YiC9NNdApvWYAza
MLM-000271,MLM-000271,MLM-000271,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,M,right,237.354,300.355,38.862,36.089,38.926,36.83,7.662,10.118,8.467,11.324,0.630233823,0.316666667,0.044314713,-0.094241028,0.625,0.620560748,123.6259584,114.2153986,47.244,United States,Texas,Uvalde,TRUE,TRUE,FALSE,TRUE,3/27/2017 17:08:05,00-d7jFq6feeyoKpg3rPkAu7o,None,MLM,None,None,,MLM-000271.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-d7jFq6feeyoKpg3rPkAu7o
MLM-000269,MLM-000269,MLM-000269,Anisoptera,Gomphidae,Phyllogomphoides,albrighti,Phyllogomphoides albrighti,M,right,246.654,316.013,37.994,36.407,38.164,36.894,7.98,10.605,8.7,12.256,0.591791459,0.268502582,0.036819006,-0.11267361,0.593673966,0.604490501,123.2811627,112.4478776,47.244,United States,Texas,Bandera,TRUE,TRUE,FALSE,TRUE,3/27/2017 17:07:34,00-jmTJgwt2SEHLZWqjYwz6oP,None,MLM,None,None,,MLM-000269.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-jmTJgwt2SEHLZWqjYwz6oP
MLM-000270,MLM-000270,MLM-000270,Anisoptera,Gomphidae,Phyllogomphoides,appendiculatus,Phyllogomphoides appendiculatus,F,right,275.374,321.73,37.656,35.856,39.053,37.296,9.017,11.049,9.504,12.213,0.774525745,0.470488082,0.051947124,0.001413183,0.40311804,0.462738302,115.0088875,111.611577,47.244,Panama,Panama,Canal Zone,FALSE,FALSE,FALSE,TRUE,3/27/2017 17:10:02,00-FtPUTAEF4tFLbtfsALgb26,None,MLM,None,None,,MLM-000270.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-FtPUTAEF4tFLbtfsALgb26
MLM-000273,MLM-000273,MLM-000273,Anisoptera,Gomphidae,Phyllogomphoides,appendiculatus,Phyllogomphoides appendiculatus,M,right,182.962,222.667,32.512,30.861,33.211,31.708,7.027,8.446,7.281,8.784,0.643084767,0.340453939,0.069371177,-0.040916151,0.415697674,0.556626506,129.7572712,123.7496146,47.244,Panama,Panama,Canal Zone,FALSE,FALSE,FALSE,TRUE,3/27/2017 17:10:48,00-Lck6FRdLv2Lujjx4VpAJPg,None,MLM,None,None,,MLM-000273.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-Lck6FRdLv2Lujjx4VpAJPg
MLM-000170,MLM-000170,MLM-000170,Anisoptera,Gomphidae,Phyllogomphoides,bifasciatus,Phyllogomphoides bifasciatus,F,right,260.745,305.204,37.698,35.624,38.418,36.978,8.467,10.837,9.081,11.43,0.605509642,0.353176875,0.055852484,-0.023747008,0.526806527,0.62037037,127.8467918,118.5395502,47.244,Costa Rica,Costa Rica,Prov. Guanacaste,FALSE,TRUE,FALSE,TRUE,3/27/2017 20:13:22,00-HeHrXZHo5Mte7vkFwFvGqU,None,MLM,RUN_epson_v550_2,None,,MLM-000170.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-HeHrXZHo5Mte7vkFwFvGqU
MLM-000275,MLM-000275,MLM-000275,Anisoptera,Gomphidae,Phyllogomphoides,duodentatus,Phyllogomphoides duodentatus,F,right,256.82,301.228,37.529,35.37,37.846,36.407,8.424,10.287,8.848,10.647,0.620805369,0.351162791,0.054574344,-0.032469143,0.550239234,0.606361829,127.0694233,118.3140059,47.244,Belize,Belize,Toledo,FALSE,TRUE,FALSE,TRUE,3/27/2017 20:18:53,00-4avxW8i5HbVj7zLaVJ7Zp3,None,MLM,RUN_epson_v550_2,None,,MLM-000275.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-4avxW8i5HbVj7zLaVJ7Zp3
MLM-000173,MLM-000173,MLM-000173,Anisoptera,Gomphidae,Phyllogomphoides,duodentatus,Phyllogomphoides duodentatus,M,right,229.838,260.972,35.602,33.549,35.962,34.354,8.53,9.186,8.975,9.631,0.611536198,0.31792976,0.058256477,-0.048031252,0.594339623,0.573626374,127.6337789,121.9131162,47.244,Belize,Belize,Toledo,FALSE,TRUE,FALSE,TRUE,3/27/2017 20:16:53,00-xPR3Lm8pjhkSG4y9whjkYX,None,MLM,RUN_epson_v550_2,None,,MLM-000173.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-xPR3Lm8pjhkSG4y9whjkYX
MLM-000169,MLM-000169,MLM-000169,Anisoptera,Gomphidae,Phyllogomphoides,duodentatus,Phyllogomphoides duodentatus,M,right,213.043,252.543,34.544,32.576,34.671,33.338,7.62,9.081,7.811,9.398,0.614774115,0.337777778,0.044879954,-0.05724078,0.468834688,0.596846847,127.5494595,124.2516518,47.244,Belize,Belize,Toledo District,FALSE,TRUE,FALSE,TRUE,3/27/2017 20:14:33,00-JCUY3L56FAJRXoYNYRmeZg,None,MLM,RUN_epson_v550_2,None,,MLM-000169.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-JCUY3L56FAJRXoYNYRmeZg
MLM-000277,MLM-000277,MLM-000277,Anisoptera,Gomphidae,Phyllogomphoides,pugnifer,Phyllogomphoides pugnifer,M,right,239.882,280.511,36.894,34.332,37.211,35.37,8.043,9.821,8.403,10.562,0.640500569,0.347097546,0.047014352,-0.050846362,0.511335013,0.577154309,126.8023491,117.7612204,47.244,Mexico,Veracruz,,FALSE,TRUE,FALSE,TRUE,3/27/2017 20:19:01,00-8nfE3c5bBrDd6BhiJEEBLi,None,MLM,RUN_epson_v550_2,None,,MLM-000277.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-8nfE3c5bBrDd6BhiJEEBLi
MLM-000172,MLM-000172,MLM-000172,Anisoptera,Gomphidae,Phyllogomphoides,pugnifer,Phyllogomphoides pugnifer,M,right,265.581,314.049,39.476,37.19,40.111,37.973,8.192,10.097,8.784,10.732,0.61055409,0.321627648,0.051435019,-0.065631164,0.575903615,0.58974359,127.8896862,120.0535891,47.244,Mexico,Veracruz,,FALSE,TRUE,FALSE,TRUE,3/27/2017 20:17:28,00-buqzRKnbjUjR8gPdrnzqiY,None,MLM,RUN_epson_v550_2,None,,MLM-000172.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-buqzRKnbjUjR8gPdrnzqiY
37125,37125,UA-001398,Anisoptera,Gomphidae,Phyllogomphoides,stigmatus,Phyllogomphoides stigmatus,F,right,305.957,369.253,42.27,40.153,42.672,41.106,9.335,11.07,9.97,12.065,0.541170635,0.312049434,0.034896217,-0.068169475,0.605095541,0.619298246,123.2825735,119.428066,47.244,United States,Texas,Palo Pinto,TRUE,TRUE,FALSE,TRUE,3/25/2018 22:46:39,00-eUynVfPRZdrjit22VNNg5C,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-001398_cropped.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-eUynVfPRZdrjit22VNNg5C
39513,39513,UA-001254,Anisoptera,Gomphidae,Phyllogomphoides,stigmatus,Phyllogomphoides stigmatus,F,right,320.435,358.518,43.582,40.894,43.984,41.571,8.975,10.583,9.758,11.494,0.633301251,0.284623218,0.044781455,-0.041720227,0.585683297,0.5893186,125.8154445,115.6960481,47.244,United States,Texas,Coryell,TRUE,TRUE,FALSE,TRUE,2/6/2018 20:04:33,00-LXKWkn4MjRty6JskZmLC24,None,UA,None,None,,UA-001254.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-LXKWkn4MjRty6JskZmLC24
MLM-000279,MLM-000279,MLM-000279,Anisoptera,Gomphidae,Phyllogomphoides,stigmatus,Phyllogomphoides stigmatus,F,right,317.67,365.141,41.889,38.947,42.164,39.688,9.419,11.536,9.906,12.213,0.656124498,0.3056,0.039988315,-0.069750099,0.549145299,0.592720971,122.6461093,114.7270272,47.244,United States,Texas,Kerr,TRUE,TRUE,FALSE,TRUE,3/27/2017 20:21:50,00-vmdb3XpsnaBTYq5rgiaSsg,None,MLM,RUN_epson_v550_2,None,,MLM-000279.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-vmdb3XpsnaBTYq5rgiaSsg
28699,28699,UA-001257,Anisoptera,Gomphidae,Phyllogomphoides,stigmatus,Phyllogomphoides stigmatus,M,right,282.577,346.952,40.682,38.735,40.767,39.349,9.25,11.091,9.398,11.79,0.530114226,0.272189349,0.03191561,-0.090346829,0.612612613,0.653500898,122.6788101,116.5574858,47.244,United States,Texas,Grimes,TRUE,TRUE,FALSE,TRUE,2/6/2018 20:05:05,00-wTUibQWWfMN5bFaspEgjPG,None,UA,None,None,,UA-001257.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-wTUibQWWfMN5bFaspEgjPG
32930,32930,UA-001255,Anisoptera,Gomphidae,Phyllogomphoides,stigmatus,Phyllogomphoides stigmatus,M,right,300.701,341.376,42.439,39.137,42.545,39.603,8.657,10.668,9.589,11.515,0.435323383,0.277391769,0.023636863,-0.091414166,0.602649007,0.615808824,121.2697477,112.765917,47.244,United States,Oklahoma,Love,TRUE,TRUE,FALSE,TRUE,2/6/2018 20:04:30,00-8MzFZoNAB2TtSS8LEN4wnf,None,UA,None,None,,UA-001255.TIF,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-8MzFZoNAB2TtSS8LEN4wnf
MLM-000278,MLM-000278,MLM-000278,Anisoptera,Gomphidae,Phyllogomphoides,stigmatus,Phyllogomphoides stigmatus,M,right,264.995,309.928,39.624,36.534,39.815,36.872,8.043,10.393,8.869,10.901,0.632642212,0.278989667,0.029109931,-0.109617427,0.606205251,0.631067961,126.5470443,117.5698083,47.244,United States,Texas,McLennan,TRUE,TRUE,FALSE,TRUE,3/27/2017 20:21:13,00-QmcnjWUB2n8osjCmSxhvtd,None,MLM,RUN_epson_v550_2,None,,MLM-000278.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-QmcnjWUB2n8osjCmSxhvtd
MLM-000274,MLM-000274,MLM-000274,Anisoptera,Gomphidae,Phyllogomphoides,stigmatus,Phyllogomphoides stigmatus,M,right,278.682,322.785,40.915,37.719,41.317,38.672,8.34,10.351,9.038,11.134,0.558401639,0.297755884,0.035352599,-0.088648164,0.580796253,0.595057034,123.6233446,114.5009713,47.244,United States,Texas,Edwards/Real,TRUE,TRUE,FALSE,TRUE,3/27/2017 20:18:41,00-pS2SwFSZYGVyoT9yoY9YWQ,None,MLM,RUN_epson_v550_2,None,,MLM-000274.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-pS2SwFSZYGVyoT9yoY9YWQ
MLM-000276,MLM-000276,MLM-000276,Anisoptera,Gomphidae,Phyllogomphoides,stigmatus,Phyllogomphoides stigmatus,M,right,260.923,310.465,39.137,36.386,39.391,36.936,8.128,10.181,8.932,11.028,0.44545943,0.322636103,0.041005052,-0.090790175,0.58056872,0.60268714,124.6122457,117.143675,47.244,United States,Texas,Bandera,TRUE,TRUE,FALSE,TRUE,3/27/2017 20:18:35,00-msDsQrDA7ZsZYKGhiVmQi,None,MLM,RUN_epson_v550_2,None,,MLM-000276.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-msDsQrDA7ZsZYKGhiVmQi
