coll_uniq_id,Collection Unique ID,Project Unique ID,Suborder,Family,Genus,Species,Species name,Sex,Wing Side,Area FW (mm2),Area HW (mm2),Length (inner) FW (mm),Length (inner) HW (mm),Length (outer) FW (mm),Length (outer) HW (mm),Width (inner) FW (mm),Width (inner) HW (mm),Width (outer) FW (mm),Width (outer) HW (mm),Widest ratio FW,Widest ratio HW,Slope of thickness FW,Slope of thickness HW,Apex ratio FW,Apex ratio HW,Tip angle FW (°),Tip angle HW (°),Scale calib factor (px/mm),Country,State,County,North America,Mexico,South America,Central America,Upload Date,Bisque Unique ID,WRK-WS ID,Collection,Scan Device,User,Notes,Filename,Bisque Image Link
RWG-000098,RWG-000098,RWG-000098,Zygoptera,Calopterygidae,Iridictyon,myersi,Iridictyon myersi,M,right,302.214,309.341,39.688,37.719,41,38.968,10.245,10.626,10.372,10.901,0.632937532,0.498642042,0.118443317,0.08000795,0.606122449,0.65631068,126.6406956,126.3192583,47.244,Venezuela,Bolivar,,FALSE,FALSE,TRUE,FALSE,8/25/2017 16:52:26,00-CmQaBrJUeswKAZR3iendJS,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000098.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-CmQaBrJUeswKAZR3iendJS
RWG-000100,RWG-000100,RWG-000100,Zygoptera,Calopterygidae,Iridictyon,trebbaui,Iridictyon trebbaui,F,right,366.325,382.797,43.222,41.762,44.873,43.328,11.451,11.705,11.599,12.129,0.621698113,0.563751832,0.131485944,0.109661122,0.596715329,0.623036649,130.2387443,129.334456,47.244,Venezuela,Amazonas,,FALSE,FALSE,TRUE,FALSE,8/25/2017 16:54:16,00-LQs9BxtvxmHEjLjkRjJCqQ,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000100.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-LQs9BxtvxmHEjLjkRjJCqQ
RWG-000099,RWG-000099,RWG-000099,Zygoptera,Calopterygidae,Iridictyon,trebbaui,Iridictyon trebbaui,F,right,367.964,382.74,41.212,39.73,43.138,41.571,11.917,12.213,12.065,12.552,0.623159961,0.57892057,0.123141026,0.110755072,0.59122807,0.637436762,128.2743357,129.1205835,47.244,Venezuela,Amazonas,,FALSE,FALSE,TRUE,FALSE,8/25/2017 16:53:04,00-6Y8nwDR2gszSJFY6CSJeiU,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000099.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-6Y8nwDR2gszSJFY6CSJeiU
RWG-000104,RWG-000104,RWG-000104,Zygoptera,Calopterygidae,Mnesarete,devillei,Mnesarete devillei,F,right,146.749,132.429,28.596,27.644,30.141,28.617,6.646,6.435,6.71,6.435,0.700842697,0.645710059,0.114144051,0.126832033,0.476340694,0.529605263,127.638224,131.5123924,47.244,Peru,Loreto,,FALSE,FALSE,TRUE,FALSE,8/25/2017 16:55:31,00-L7oiSbGRP7GRqW7updam8V,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000104.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-L7oiSbGRP7GRqW7updam8V
RWG-000103,RWG-000103,RWG-000103,Zygoptera,Calopterygidae,Mnesarete,devillei,Mnesarete devillei,F,right,130.102,115.149,27.03,26.331,28.194,27.072,6.392,5.842,6.414,5.906,0.686936937,0.698983581,0.115935912,0.117255747,0.531353135,0.534050179,129.356989,130.5081777,47.244,Peru,Loreto,,FALSE,FALSE,TRUE,FALSE,8/25/2017 16:55:04,00-vVCHjou8KQf9sfAzZvdwET,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000103.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-vVCHjou8KQf9sfAzZvdwET
RWG-000102,RWG-000102,RWG-000102,Zygoptera,Calopterygidae,Mnesarete,devillei,Mnesarete devillei,M,right,143.299,131.583,29.083,28.427,30.205,29.57,6.329,6.138,6.35,6.16,0.635599159,0.678596994,0.087986704,0.113222761,0.503333333,0.587628866,127.5038435,128.6852907,47.244,Peru,Junin,,FALSE,FALSE,TRUE,FALSE,8/25/2017 16:54:06,00-x43m5JdVyk4FQeo5oGCBQS,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000102.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-x43m5JdVyk4FQeo5oGCBQS
RWG-000106,RWG-000106,RWG-000106,Zygoptera,Calopterygidae,Mnesarete,guttifera,Mnesarete guttifera,F,right,134.099,120.842,28.321,27.263,28.935,28.131,6.075,5.821,6.202,5.863,0.632772495,0.628291949,0.079236487,0.102056606,0.593856655,0.519855596,128.7131556,126.5866632,47.244,Brazil,Sao Paulo,,FALSE,FALSE,TRUE,FALSE,8/25/2017 16:56:58,00-H95rEpFPzxWMd9idLxFFPP,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000106.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-H95rEpFPzxWMd9idLxFFPP
RWG-000105,RWG-000105,RWG-000105,Zygoptera,Calopterygidae,Mnesarete,guttifera,Mnesarete guttifera,M,right,118.074,116.738,26.966,26.734,27.771,27.834,5.525,5.588,5.652,5.673,0.602134146,0.640304183,0.083826679,0.095439415,0.494382023,0.496268657,126.757467,130.0012603,47.244,Brazil,Sao Paulo,,FALSE,FALSE,TRUE,FALSE,8/25/2017 16:56:28,00-XGE7wr99TFCe4it899mXoM,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000105.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-XGE7wr99TFCe4it899mXoM
RWG-000005,RWG-000005,RWG-000005,Zygoptera,Coenagrionidae,Acanthagrion,aepiolum,Acanthagrion aepiolum,F,right,46.991,42.181,17.971,17.039,19.262,18.182,3.641,3.535,3.683,3.556,0.689010989,0.686845169,0.132330579,0.136205836,0.379310345,0.446428571,132.1022817,129.6548032,47.244,Peru,Madre de Dios,,FALSE,FALSE,TRUE,FALSE,8/14/2017 19:07:33,00-nE5z4o8TAExTpwYNZd788g,None,RWG,None,None,,RWG-000005-Feir.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-nE5z4o8TAExTpwYNZd788g
RWG-000113,RWG-000113,RWG-000113,Zygoptera,Coenagrionidae,Acanthagrion,floridense,Acanthagrion floridense,F,right,41.381,37.617,17.187,15.981,18.225,17.103,3.429,3.408,3.45,3.429,0.716608595,0.699257426,0.138860317,0.147528499,0.417177914,0.432098765,130.885728,128.3863778,47.244,Argentina,Salta,,FALSE,FALSE,TRUE,FALSE,8/25/2017 17:02:41,00-M5u3EooV9tARYV7VzubhNK,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000113.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-M5u3EooV9tARYV7VzubhNK
RWG-000007,RWG-000007,RWG-000007,Zygoptera,Coenagrionidae,Acanthagrion,floridense,Acanthagrion floridense,F,right,42.299,38.372,17.124,16.51,18.161,17.251,3.429,3.366,3.45,3.366,0.724941725,0.717791411,0.125747453,0.138090609,0.45398773,0.471698113,134.4572019,134.9427195,47.244,Argentina,Salta,,FALSE,FALSE,TRUE,FALSE,8/14/2017 18:44:41,00-FVKUqiBa2NvXSW2tzNkjai,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000007-yz6S.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-FVKUqiBa2NvXSW2tzNkjai
RWG-000112,RWG-000112,RWG-000112,Zygoptera,Coenagrionidae,Acanthagrion,floridense,Acanthagrion floridense,M,right,44.285,41.044,17.251,16.828,18.246,17.568,3.598,3.493,3.683,3.556,0.656612529,0.745783133,0.139167118,0.126554897,0.494252874,0.470238095,133.2863088,129.6199291,47.244,Argentina,Salta,,FALSE,FALSE,TRUE,FALSE,8/25/2017 17:01:56,00-4dbUNgPrqVXA4CRFbJhtAA,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000112.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-4dbUNgPrqVXA4CRFbJhtAA
RWG-000008,RWG-000008,RWG-000008,Zygoptera,Coenagrionidae,Acanthagrion,floridense,Acanthagrion floridense,M,right,35.763,32.268,15.388,14.647,16.362,15.452,3.281,3.196,3.281,3.217,0.681759379,0.712328767,0.143946903,0.151674011,0.470967742,0.480263158,134.1263762,135.2812839,47.244,Argentina,Salta,,FALSE,FALSE,TRUE,FALSE,8/14/2017 18:44:38,00-zFee8kjqXfv75BaLDizPde,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000008-UERo.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-zFee8kjqXfv75BaLDizPde
RWG-000004,RWG-000004,RWG-000004,Zygoptera,Coenagrionidae,Acanthagrion,floridense,Acanthagrion floridense,M,right,36.584,33.264,15.981,15.304,16.849,16.066,3.239,3.154,3.239,3.175,0.674623116,0.682476943,0.133154302,0.151109393,0.437908497,0.42,133.6562913,127.8750904,47.244,Argentina,Salta,,FALSE,FALSE,TRUE,FALSE,8/14/2017 18:43:58,00-EXpHGrBYRwL2sC26UfEy9N,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000004-U8wY.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-EXpHGrBYRwL2sC26UfEy9N
RWG-000012,RWG-000012,RWG-000012,Zygoptera,Coenagrionidae,Acanthagrion,gracile,Acanthagrion gracile,F,right,41.005,36.029,17.187,15.854,18.521,17.187,3.408,3.26,3.408,3.281,0.691428571,0.685960591,0.133897227,0.143106159,0.403726708,0.406451613,129.5996422,122.2783674,47.244,Brazil,São Paulo,,FALSE,FALSE,TRUE,FALSE,8/14/2017 20:06:55,00-HukxdWzENVQyhVaaqxHNz,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000012-LFVg.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-HukxdWzENVQyhVaaqxHNz
RWG-000009,RWG-000009,RWG-000009,Zygoptera,Coenagrionidae,Acanthagrion,gracile,Acanthagrion gracile,M,right,37.162,33.941,15.96,15.007,17.124,15.896,3.281,3.302,3.281,3.302,0.715698393,0.663115846,0.143281487,0.159827974,0.4,0.41025641,135.9475785,130.2365598,47.244,Argentina,Misiones,,FALSE,FALSE,TRUE,FALSE,8/14/2017 20:06:54,00-4Rqo63VcVVAKpUFFZMnJBU,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000009-FnLw.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-4Rqo63VcVVAKpUFFZMnJBU
RWG-000013,RWG-000013,RWG-000013,Zygoptera,Coenagrionidae,Acanthagrion,gracile,Acanthagrion gracile,M,right,34.121,29.992,15.579,14.139,16.933,14.944,3.112,3.027,3.112,3.027,0.73625,0.671388102,0.138501498,0.140974764,0.367346939,0.433566434,129.000828,129.627941,47.244,Brazil,São Paulo,,FALSE,FALSE,TRUE,FALSE,8/14/2017 20:06:52,00-NWe32NABisHfhgLbTjLgxE,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000013-VNRd.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-NWe32NABisHfhgLbTjLgxE
RWG-000011,RWG-000011,RWG-000011,Zygoptera,Coenagrionidae,Acanthagrion,gracile,Acanthagrion gracile,M,right,36.244,33.133,16.298,15.748,17.59,16.976,3.154,3.239,3.196,3.26,0.718411552,0.716957606,0.140226401,0.141764225,0.40397351,0.487012987,138.5584252,109.8311601,47.244,Brazil,São Paulo,,FALSE,FALSE,TRUE,FALSE,8/14/2017 20:06:50,00-Tpn4g4NzMm9xfK9dWr8WYn,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000011-PDph.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-Tpn4g4NzMm9xfK9dWr8WYn
RWG-000034,RWG-000034,RWG-000034,Zygoptera,Coenagrionidae,Acanthagrion,hildegarda,Acanthagrion hildegarda,M,right,41.306,37.55,16.277,15.727,17.463,16.743,3.598,3.471,3.747,3.62,0.716363636,0.716814159,0.141253417,0.152180675,0.451977401,0.473684211,128.1680346,128.9190872,47.244,Argentina,Buenos Aires,,FALSE,FALSE,TRUE,FALSE,8/14/2017 20:15:47,00-eXJLdACRtNoPcSsW8S3SVT,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000034-djCz.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-eXJLdACRtNoPcSsW8S3SVT
RWG-000109,RWG-000109,RWG-000109,Zygoptera,Coenagrionidae,Acanthagrion,inexpectum,Acanthagrion inexpectum,M,right,34.497,30.696,15.812,14.542,17.039,15.685,3.09,3.069,3.112,3.09,0.69068323,0.705802969,0.134393458,0.152515227,0.380952381,0.424657534,129.7489243,127.8386546,47.244,Mexico,Veracruz,,FALSE,TRUE,TRUE,TRUE,8/25/2017 17:00:06,00-fqPnJYQmTYfLyKq6tbeaTG,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000109.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-fqPnJYQmTYfLyKq6tbeaTG
RWG-000108,RWG-000108,RWG-000108,Zygoptera,Coenagrionidae,Acanthagrion,inexpectum,Acanthagrion inexpectum,M,right,34.508,30.617,15.854,14.901,16.955,15.854,3.069,3.048,3.112,3.069,0.665418227,0.700934579,0.134517732,0.150328666,0.394557823,0.468965517,134.1582106,135.6591131,47.244,Mexico,Veracruz,,FALSE,TRUE,TRUE,TRUE,8/25/2017 16:58:53,00-fJ7dtG7RPjkdxJTuiGHADc,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000108.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-fJ7dtG7RPjkdxJTuiGHADc
RWG-000032,RWG-000032,RWG-000032,Zygoptera,Coenagrionidae,Acanthagrion,lancea,Acanthagrion lancea,F,right,39.148,34.478,16.743,15.833,18.161,17.145,3.26,3.154,3.45,3.217,0.680652681,0.697530864,0.134340307,0.141520558,0.423312883,0.447368421,130.5664392,130.2931333,47.244,Argentina,Misiones,,FALSE,FALSE,TRUE,FALSE,8/14/2017 20:15:26,00-GGVdz6weyBEHgynZT6NtbZ,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000032-mQKY.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-GGVdz6weyBEHgynZT6NtbZ
RWG-000066,RWG-000066,RWG-000066,Zygoptera,Coenagrionidae,Acanthagrion,lancea,Acanthagrion lancea,M,right,36.665,33.778,15.79,15.261,17.166,16.298,3.196,3.175,3.196,3.196,0.69297164,0.672727273,0.131279675,0.141862343,0.42384106,0.443708609,128.2687736,128.9438322,47.244,Argentina,Salta,,FALSE,FALSE,TRUE,FALSE,8/14/2017 20:26:25,00-PmjYv955xe7Nq6A6DrdduD,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000066-CLiM.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-PmjYv955xe7Nq6A6DrdduD
RWG-000014,RWG-000014,RWG-000014,Zygoptera,Coenagrionidae,Acanthagrion,lancea,Acanthagrion lancea,M,right,37.266,33.279,15.854,15.028,17.06,16.15,3.366,3.323,3.387,3.366,0.714640199,0.744429882,0.148670031,0.161777787,0.38125,0.383647799,133.4867585,131.1832249,47.244,Brazil,São Paulo,,FALSE,FALSE,TRUE,FALSE,8/14/2017 20:08:58,00-bSTtJ3U52hSZyb6fLAz3kF,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000014-5R7S.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-bSTtJ3U52hSZyb6fLAz3kF
RWG-000117,RWG-000117,RWG-000117,Zygoptera,Coenagrionidae,Amphiagrion,saucium,Amphiagrion saucium,F,right,40.593,36.397,15.981,15.282,17.378,16.15,3.556,3.408,3.556,3.408,0.746650426,0.693315859,0.150804099,0.151073306,0.375,0.416149068,134.8644059,130.3653412,47.244,United States,Vermont,Essex,TRUE,FALSE,FALSE,FALSE,8/25/2017 17:06:25,00-42g5EABP3SRidpVFihuhvb,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000117.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-42g5EABP3SRidpVFihuhvb
RWG-000118,RWG-000118,RWG-000118,Zygoptera,Coenagrionidae,Anisagrion,inornatum,Anisagrion inornatum,F,right,58.497,52.717,18.987,18.69,20.997,19.833,4.233,4.17,4.382,4.212,0.664314516,0.734258271,0.166705938,0.160111679,0.405797101,0.497487437,134.3927859,131.8542379,47.244,Venezuela,Aragua,,FALSE,FALSE,TRUE,FALSE,8/25/2017 17:06:41,00-FqNNp7YbvipdaEBcBsyXxM,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000118.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-FqNNp7YbvipdaEBcBsyXxM
RWG-000119,RWG-000119,RWG-000119,Zygoptera,Coenagrionidae,Anisagrion,inornatum,Anisagrion inornatum,M,right,54.85,48.837,18.584,18.309,20.024,19.177,4.276,3.958,4.297,4.001,0.689217759,0.719646799,0.16842071,0.16047922,0.45320197,0.523809524,138.3723718,132.6362229,47.244,Venezuela,Aragua,,FALSE,FALSE,TRUE,FALSE,8/25/2017 17:08:10,00-2tYvdoK25uRk9cGjiJwQvG,None,RWG,RWG_epson_v750_1,catamariasuarez,,RWG-000119.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-2tYvdoK25uRk9cGjiJwQvG
31609,31609,UA-000340,Zygoptera,Coenagrionidae,Argia,alberta,Argia alberta,F,right,53.283,47.325,16.997,15.854,18.013,16.637,4.128,4.001,4.149,4.022,0.672150411,0.661577608,0.124397166,0.133828911,0.464285714,0.489473684,129.8101932,131.0402507,47.244,United States,New Mexico,Chaves,TRUE,TRUE,FALSE,TRUE,9/28/2017 18:52:33,00-zKhrqqGcWPjrfzNcYS4gqe,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000340.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-zKhrqqGcWPjrfzNcYS4gqe
37734,37734,UA-000628,Zygoptera,Coenagrionidae,Argia,alberta,Argia alberta,F,right,62.328,54.371,19.727,18.055,20.553,19.092,4.276,4.149,4.318,4.233,0.667353244,0.643015521,0.124434829,0.125676834,0.519607843,0.425,131.3622792,107.1555813,47.244,United States,New Mexico,Chaves,TRUE,TRUE,FALSE,TRUE,9/20/2017 16:05:58,00-b7AKH55VFiiGvmNwomcb5S,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000628.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-b7AKH55VFiiGvmNwomcb5S
47209,47209,UA-000625,Zygoptera,Coenagrionidae,Argia,alberta,Argia alberta,F,right,63.405,58.243,19.452,18.161,20.193,19.05,4.403,4.466,4.445,4.53,0.583857442,0.613333333,0.117895876,0.133286782,0.471428571,0.495327103,126.0939497,135.7571198,47.244,United States,New Mexico,Chaves,TRUE,TRUE,FALSE,TRUE,9/20/2017 16:04:58,00-GKPFHx7Na7Tgbs8A5CTJzC,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000625.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-GKPFHx7Na7Tgbs8A5CTJzC
33479,33479,UA-007786,Zygoptera,Coenagrionidae,Argia,alberta,Argia alberta,M,right,50.385,46.242,17.653,16.955,18.606,17.971,4.022,3.895,4.043,3.958,0.683731513,0.684334511,0.148448456,0.151706271,0.45026178,0.49197861,130.6022458,135.1317124,47.244,United States,New Mexico,Chaves,TRUE,TRUE,FALSE,TRUE,2/19/2018 2:23:42,00-hGmLhkxDpboQquceeobd44,None,UA,RUN_epson_v550_1,Rutgers Student,,UA-007786.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-hGmLhkxDpboQquceeobd44
46119,46119,UA-007787,Zygoptera,Coenagrionidae,Argia,alberta,Argia alberta,M,right,45.056,40.375,17.145,16.002,18.013,17.378,3.62,3.598,3.641,3.874,0.650998825,0.682095006,0.127744249,0.157013933,0.447674419,0.387978142,133.6655296,125.9613652,47.244,United States,New Mexico,Guadalupe,TRUE,TRUE,FALSE,TRUE,2/19/2018 2:23:32,00-CbQKxnqU75pXNmJZPvzm28,None,UA,RUN_epson_v550_1,Rutgers Student,,UA-007787.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-CbQKxnqU75pXNmJZPvzm28
33354,33354,UA-007789,Zygoptera,Coenagrionidae,Argia,alberta,Argia alberta,M,right,52.895,48.661,17.801,16.955,18.944,17.992,4.022,4.022,4.128,4.064,0.626815643,0.671764706,0.140871907,0.153230652,0.446153846,0.510416667,131.4947583,133.8131444,47.244,United States,New Mexico,Chaves,TRUE,TRUE,FALSE,TRUE,2/19/2018 2:22:51,00-rTbCKpd3FeGzu4AVQwx7sX,None,UA,RUN_epson_v550_1,Rutgers Student,,UA-007789.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-rTbCKpd3FeGzu4AVQwx7sX
30384,30384,UA-007791,Zygoptera,Coenagrionidae,Argia,alberta,Argia alberta,M,right,44.015,38.832,16.531,15.727,17.124,16.193,3.768,3.598,3.789,3.641,0.677379481,0.712418301,0.140223775,0.155849773,0.463687151,0.470930233,134.6325898,135.4013252,47.244,United States,California,Inyo,TRUE,TRUE,FALSE,TRUE,2/19/2018 2:21:53,00-XXSeeT2xZezbET69PXYJAD,None,UA,RUN_epson_v550_1,Rutgers Student,,UA-007791.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-XXSeeT2xZezbET69PXYJAD
19055,19055,UA-000341,Zygoptera,Coenagrionidae,Argia,alberta,Argia alberta,M,right,55.318,48.648,17.484,16.595,19.008,17.886,4.17,4.022,4.191,4.022,0.670378619,0.674556213,0.13610815,0.154344969,0.464646465,0.489473684,130.0944423,132.9112342,47.244,United States,Texas,Reeves,TRUE,TRUE,FALSE,TRUE,9/28/2017 18:53:21,00-gPJwiBDVuBxvAFAzv5LahA,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000341.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-gPJwiBDVuBxvAFAzv5LahA
27019,27019,UA-000049,Zygoptera,Coenagrionidae,Argia,alberta,Argia alberta,M,right,48.57,47.318,16.933,16.574,17.801,17.23,3.895,3.895,3.916,3.937,0.652794293,0.635135135,0.125241998,0.123642362,0.481081081,0.510752688,129.9387452,132.7278938,47.244,United States,New Mexico,Chaves,TRUE,TRUE,FALSE,TRUE,9/20/2017 16:00:02,00-zsysoYufgxPh9C6aEXTtPR,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000049.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-zsysoYufgxPh9C6aEXTtPR
33104,33104,UA-000045,Zygoptera,Coenagrionidae,Argia,alberta,Argia alberta,M,right,43.686,41.533,15.198,15.304,16.298,16.277,3.852,3.81,3.874,3.831,0.657142857,0.710013004,0.146142716,0.163040211,0.491803279,0.508287293,135.7272307,131.9609404,47.244,United States,New Mexico,Chaves,TRUE,TRUE,FALSE,TRUE,9/20/2017 15:58:59,00-gNdD4HZLmwQ4D3aAAvFfGS,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000045.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-gNdD4HZLmwQ4D3aAAvFfGS
46150,46150,UA-000047,Zygoptera,Coenagrionidae,Argia,alberta,Argia alberta,M,right,53.409,47.618,17.187,17.145,18.796,18.034,4.085,3.979,4.17,4.001,0.653153153,0.680751174,0.139016601,0.163739547,0.497461929,0.523809524,130.2158073,130.1472932,47.244,United States,New Mexico,Guadalupe,TRUE,TRUE,FALSE,TRUE,9/20/2017 15:58:56,00-CTbHX2a2yj4xjZVEPenBqe,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000047.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-CTbHX2a2yj4xjZVEPenBqe
36544,36544,UA-007760,Zygoptera,Coenagrionidae,Argia,apicalis,Argia apicalis,F,right,87.502,79.997,22.945,22.289,24.299,23.262,5.186,5.059,5.271,5.122,0.653310105,0.694267516,0.134533677,0.144985899,0.514056225,0.504132231,133.5348251,129.6596951,47.244,United States,Texas,Brazos,TRUE,TRUE,FALSE,TRUE,2/10/2018 1:31:45,00-hE8BphXzQz7AtpTtBzLweB,None,UA,RUN_epson_v550_1,Rutgers Student,,UA-007760.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-hE8BphXzQz7AtpTtBzLweB
41996,41996,UA-001197,Zygoptera,Coenagrionidae,Argia,apicalis,Argia apicalis,F,right,80.309,73.152,20.997,20.066,21.865,21.696,4.974,4.911,5.059,4.953,0.670861568,0.682926829,0.11707352,0.159155368,0.456066946,0.474358974,135.5919994,132.9679997,47.244,United States,Texas,Garza,TRUE,TRUE,FALSE,TRUE,9/26/2017 22:38:48,00-hWDYxanjRPUn8kEwUJnqWH,None,UA,JCA_epson_v750_1,Will Kuhn,,UA-001197.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-hWDYxanjRPUn8kEwUJnqWH
42141,42141,UA-000627,Zygoptera,Coenagrionidae,Argia,apicalis,Argia apicalis,F,right,74.459,69.111,21.082,19.558,22.225,21.103,4.763,4.805,4.805,4.847,0.645714286,0.640922768,0.136238486,0.155126109,0.488986784,0.519650655,131.6211636,133.8035111,47.244,United States,Texas,Brazos,TRUE,TRUE,FALSE,TRUE,9/20/2017 16:06:40,00-PepKgB2EpHLGN8i64AYyHB,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000627.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-PepKgB2EpHLGN8i64AYyHB
41362,41362,UA-000629,Zygoptera,Coenagrionidae,Argia,apicalis,Argia apicalis,F,right,82.941,77.899,22.416,21.463,23.389,22.416,5.059,5.038,5.122,5.207,0.659728507,0.500472144,0.123351213,0.136227027,0.533057851,0.536585366,130.5348983,131.4158175,47.244,United States,Texas,Lipscomb,TRUE,TRUE,FALSE,TRUE,9/20/2017 16:05:57,00-j8pyEr3zWUd9zNKEv3cpoQ,None,UA,JCA_epson_v700_1,Rutgers Student,,UA-000629.tif,https://bisque.cyverse.org/client_service/view?resource=https://bisque.cyverse.org/data_service/00-j8pyEr3zWUd9zNKEv3cpoQ
